Age,fnlwgt,Education-Num,Capital Gain,Capital Loss,Hours per week,Workclass,Education,Martial Status,Occupation,Relationship,Race,Sex,Country,preds
31.21112190335934,313229.5300639552,8.95249123546999,-60.54822876787471,-2.208935886555774,38.87206259927594,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,United-States,0.0
27.10238286104087,458049.1510982397,13.835881770764972,52.914772775955306,2.661302806666703,34.0150725722473,Private,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,Black,Female,France,0.0
20.15997562629675,124616.15221081977,1.8958695342543481,-125.69003888409135,0.24506543853471405,39.86056301074569,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,United-States,0.0
31.056177313627952,147466.26141059876,3.7047621745519113,-86.82835961924941,1.6158718882908383,39.95697720813597,Local-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,Dominican-Republic,0.0
50.08201065281317,258907.01690532023,13.90878967026248,-53.28567129132484,-2.2554957178060744,40.16874396051738,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0.0
38.263628694131285,346378.2999807093,8.979341962694605,21.404029206393194,-2.464975531291727,39.88122803061635,Private,5th-6th,Never-married,Craft-repair,Wife,White,Female,United-States,0.0
27.442847257413018,52960.63886284849,8.998665713878848,-47.55060235875928,-1.3247168549181854,31.75213965380307,Private,Prof-school,Never-married,Transport-moving,Wife,Black,Male,Puerto-Rico,0.0
42.91532513102972,406572.88283979974,8.955469118724418,-32.64395192790636,-4.919641426192116,18.235361458413244,State-gov,7th-8th,Never-married,Prof-specialty,Own-child,White,Male,United-States,0.0
25.753305379495632,50586.390004745415,8.933956106633236,45.58625002915072,3.0491369309468928,39.889303519657254,Private,7th-8th,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,United-States,0.0
17.279234391317544,164659.40512380426,8.920360751030579,-179.35093807140444,1.8061140511644747,40.0903376223236,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,United-States,0.0
34.39051742816747,46385.946905591554,9.953951587637098,-126.38154478766072,-2.1551328445807463,23.92799670297536,Private,Bachelors,Divorced,Adm-clerical,Own-child,Black,Male,United-States,0.0
46.95951533048632,180514.39462639074,12.978486808149585,-28.443517382029004,0.10013458078922745,48.20804963885927,Private,Bachelors,Married-spouse-absent,Prof-specialty,Own-child,White,Male,United-States,0.0
16.070159987372033,268241.2440038751,8.966782258829511,-73.32230225650108,4.168157624346944,39.94421240018581,Private,11th,Divorced,Other-service,Own-child,Black,Female,Philippines,0.0
31.38502791315971,213439.35926647016,10.010221983793096,3.5056872668124144,4.344414535436238,31.304853118476444,Private,HS-grad,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,Mexico,0.0
41.81271018754301,141847.76077620318,9.952310199230467,-109.46873505295491,-3.0231392496927434,39.904432502311316,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0.0
39.43314367771135,33709.06545864725,8.9133119853474,-16.769297487512205,-0.636623840132953,39.9883203715704,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Female,Columbia,0.0
66.25019796599244,173051.90759468073,8.994032817371195,-113.91359533038045,-4.289233526232833,40.0803711347792,Private,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States,0.0
46.61513261098953,175399.37930400678,4.2205590931401185,-103.45081790937859,2.5400704545309583,39.986021636401894,Private,HS-grad,Never-married,Exec-managerial,Wife,Black,Male,Guatemala,0.0
40.83403906918383,204492.38548629003,9.980508565862438,-88.77270807480087,-2.941821030708291,33.61626399215254,Federal-gov,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,Germany,0.0
16.746599379589437,22779.9147622501,14.658705227819976,-58.32240242870583,-2.606300616621115,39.87252143419019,Private,1st-4th,Never-married,Tech-support,Not-in-family,White,Male,El-Salvador,0.0
38.16629750327805,128581.99928101181,3.390810699075814,-46.71094708296736,-2.054047657859139,33.86934420793137,Private,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,Mexico,0.0
39.8130079113541,209598.3907547634,11.853615149872244,4.308822774574601,-3.7980388242344456,40.126683865246335,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,Other,Male,Cambodia,0.0
18.260597663812796,175311.1935717608,2.7709808515706076,-114.92022914557491,0.29163269471242975,40.01457244289978,Private,10th,Never-married,Adm-clerical,Unmarried,White,Male,United-States,0.0
45.51841625052551,230014.72627716203,6.3933042355121055,-87.11390109620329,0.462311415646734,40.1736713894762,Private,11th,Divorced,Craft-repair,Husband,White,Male,Scotland,0.0
25.541227758560993,416858.04509878013,9.014057817755226,-80.73781907289624,1.363687514228796,39.99696590031428,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,0.0
21.518038975641762,291058.25478281936,4.557273910473836,14.064723523140424,0.3849348758991429,39.9125428718593,Private,10th,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,United-States,0.0
35.966430533541114,229541.7571873291,8.998076764061938,8.316580699720156,-3.789344570552006,39.20313370265801,Private,7th-8th,Separated,Prof-specialty,Other-relative,White,Male,Japan,0.0
33.81231393976505,206481.1866657839,8.91272975600718,-66.41926419079407,-1.3399266246970083,40.160134580214454,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Wife,Black,Male,United-States,0.0
45.44486667795812,56951.34205396391,8.918352748373584,-154.01716242619835,1498.4249526416854,40.10763582439901,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,0.0
50.98187350533148,62471.83029169605,9.997606597878278,-109.40814051830523,0.7053161475658356,40.08755646779179,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,Vietnam,0.0
56.33244579716577,127880.5626189397,8.964585423244504,13.834115588564314,2.695266649554947,26.932224014812522,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,Guatemala,0.0
23.806856712283857,355108.3941465581,11.024688690587436,-120.58904057668371,2.3551244639246707,35.30743037773981,Private,10th,Married-civ-spouse,Transport-moving,Unmarried,White,Male,Haiti,0.0
19.344108365609053,196672.86401205324,10.944198801270437,5558.174647794067,-7.824106215922445,71.2557397402171,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Male,United-States,0.0
69.50599737952038,221507.88813843674,8.983681413372803,4112.52945192717,0.4290123236641813,37.65958148795168,Private,Bachelors,Separated,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,United-States,0.0
26.64293419522076,383698.32534448593,15.052612259958453,30.688562013338686,2.622548307475197,64.2964253159359,Private,Bachelors,Widowed,Transport-moving,Husband,White,Male,El-Salvador,0.0
44.32118267622878,397905.2009253105,10.02264865140836,-71.97436609174757,0.4266943751567972,37.0614418761728,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,Haiti,0.0
62.00379196112703,269491.58354180865,9.9681261304253,-65.75450534035183,1.2837277206405706,40.0530369885351,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,0.0
53.54427702316487,50944.014593174456,8.992384120564505,6707.628845834687,1.5800272362629264,33.82642189438009,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,United-States,0.0
27.863311839647466,148489.6466772415,8.949292447693315,-117.36099943198361,-3.273641709534867,40.04142251707218,Private,HS-grad,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Female,United-States,0.0
33.09700214350434,212348.85604826827,12.973583257903778,-91.36289538499774,-3.3280277764723643,10.422974955844406,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0.0
22.58295811429435,55353.25645096783,8.942972275562617,-31.288891640335592,-0.43242529731816426,14.851983275545157,Private,11th,Never-married,Craft-repair,Unmarried,White,Female,United-States,0.0
42.494229393449665,433084.60060239024,15.086638959936646,17.76765221836378,-0.7958868774559446,39.98049792590334,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,United-States,0.0
45.50796836496629,164091.63483551997,8.97824513972684,-55.67769425397731,-1.385879112407242,35.94350262483765,Private,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,Male,Japan,0.0
35.52064670724973,153874.69429176208,8.99259490362856,-123.74633807606874,-0.6060106833043131,6.395790403727867,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,Hong,0.0
30.21807367538771,42042.827428546014,8.950947757462083,-74.51997629642268,-1.3659925179649721,44.59411270359174,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,United-States,0.0
43.65488667165832,130075.45465221503,8.988586713310724,-87.31690700393281,-1.217633982578043,39.99010516801866,Local-gov,10th,Divorced,Adm-clerical,Wife,Black,Female,Jamaica,0.0
43.12004160892035,217455.5993281153,10.974588546521801,-58.07213404765204,-0.8906274507658544,40.18598535744052,Private,HS-grad,Married-spouse-absent,Other-service,Other-relative,White,Male,United-States,0.0
41.03081993867484,54478.991750747016,8.978824702349728,-121.65498942775139,-2.802264061195154,4.328630893935449,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,United-States,0.0
33.58045221918308,195128.7799827007,3.952005188784887,-14.60256799808256,-0.731857304443261,40.09006206803253,Private,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,0.0
40.33067513398335,141097.90185351527,14.62951327639672,25.964081889870858,1.6579352662851439,39.96267759444781,Private,Bachelors,Married-civ-spouse,Other-service,Unmarried,Black,Female,United-States,0.0
20.304940265499184,132218.92612578673,13.003261953226191,-104.10644256022199,0.8146321897125273,39.9598165525796,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,United-States,0.0
38.956357830633735,185543.95836973906,8.930359279942666,12641.444502876442,-1.079941161391837,40.012547130221435,Private,HS-grad,Divorced,Craft-repair,Wife,Black,Male,United-States,0.0
34.062107848878554,333037.0857344989,8.984368941371356,3.7658194382025707,2.3890676101511303,39.85957307485973,Private,11th,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,El-Salvador,0.0
35.46428666316248,137146.18730886086,9.008604919126151,28.088026164426388,-4.680980768356621,44.59167326495075,Private,12th,Married-civ-spouse,Farming-fishing,Wife,White,Male,Mexico,0.0
15.738714240686813,281923.6346051106,9.949023285023868,-172.72259733561353,-0.4768062874990998,55.58179261460676,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,Ecuador,0.0
31.248782881618272,332370.6269878642,13.009161927426032,106.22457986844107,-0.6519000461961042,44.37950445167306,Private,Some-college,Never-married,Tech-support,Wife,White,Male,Mexico,0.0
26.525539358997328,171358.89088645313,8.963034811117028,-19.620388025074877,-0.33989523097014973,39.89297032010264,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Mexico,0.0
71.08631479306105,62072.76902293472,12.997739204013449,66.49535304429372,2.0455191679243585,40.00371153250987,Private,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,United-States,0.0
16.546629592307458,152186.53988847812,8.967205424514779,1486.1152992744458,-1.5295656868462435,48.799830923960336,Private,11th,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0.0
25.65811691249715,209836.18699642297,8.971362223985485,1838.221146227284,-1.7841271759975466,41.45145917605689,Private,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,United-States,0.0
34.20666212985184,447588.8276458161,2.9400045982708183,-124.69400437357622,-1.9263587751130966,32.60153882362858,Private,10th,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,United-States,0.0
82.60601467890527,44160.38496745572,1.036974190969465,-16.148560898214857,0.9709822236310027,30.610122320661905,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0.0
19.34637558228646,313435.9138334994,4.94418295568579,-60.58487614023844,4.309471119545734,39.87113264467889,Private,HS-grad,Never-married,Farming-fishing,Unmarried,Black,Female,Hong,0.0
56.27520795133232,187061.98636863107,8.961015280290702,-24.869221753616408,1.745157415010247,20.603548503068918,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,United-States,0.0
35.403059928159635,52910.9872492514,8.963805930174274,-50.259629041428326,-2.1394427052819047,13.887311471527722,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Female,United-States,0.0
42.10235875645766,97813.50779729232,7.021255062041713,-128.6445990125271,-0.6119197354687558,21.604788373915532,Private,Some-college,Never-married,Priv-house-serv,Wife,White,Male,Yugoslavia,0.0
14.114066624748261,238069.33660294363,9.03383967953591,-71.5455918350919,-4.996887163037228,39.99700760896143,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,Dominican-Republic,0.0
40.57945356247281,204914.24770084306,8.999157977815669,2892.0657080909655,6.032226476097037,39.747978602978286,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,0.0
50.339438228450504,124892.45347393882,9.976335463968647,-132.67687622151803,-1.0838631788000028,39.98718371547871,Private,HS-grad,Divorced,Exec-managerial,Wife,Black,Male,Trinadad&Tobago,0.0
15.331826586566981,207172.50866209914,8.954392436926058,-162.99395208297565,-5.676423970874124,84.85004558246898,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,0.0
21.874485572130755,151952.5525665763,2.6617613407722525,-162.43013541841586,-3.2439074364489064,40.20139180646852,State-gov,HS-grad,Divorced,Tech-support,Not-in-family,Black,Female,United-States,0.0
21.211827125769286,199957.09745703678,4.969562423240303,105.41963297149665,-0.1279902990753101,39.931682761278864,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,Nicaragua,0.0
19.847955796794853,221689.90416972735,10.940940820787496,11.268426335959944,-2.474488337947744,51.13008445048826,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,Mexico,0.0
22.41971945924731,169050.880660535,11.9227353781388,-91.560964954855,-1.231788843505709,39.91356021140815,Private,9th,Never-married,Handlers-cleaners,Unmarried,Black,Male,United-States,0.0
27.431751148005866,359222.7477153566,8.975620380010643,-31.112690047252492,-2.2305282998623235,33.855137400948934,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0.0
34.70193302749774,172815.85089933322,9.011230696312136,-121.64045684905543,-3.3844845444214022,40.212891004200564,Private,12th,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,Mexico,0.0
28.14667760402567,63122.26329700445,9.971518074702177,-117.46740318208798,-0.41489672529465865,39.92883898388976,Self-emp-not-inc,1st-4th,Divorced,Machine-op-inspct,Unmarried,Black,Male,United-States,0.0
32.89584192277649,416784.1477896777,8.956092297674333,-73.43865766375592,5.187961211718059,21.705686826122452,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,United-States,0.0
41.16049914610692,308649.01461677026,8.952434796657412,-43.499377510479455,0.60899807469471,39.886118075354204,Private,Some-college,Separated,Sales,Wife,Other,Female,United-States,0.0
47.76947335267607,54507.49252186519,12.955666779598324,-148.43692074372896,-3.9316291531217247,38.54267882340493,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,El-Salvador,0.0
48.39339895729637,47618.59698930568,6.973174685355127,8773.460761615319,5.024972102632346,39.85088393583584,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,Philippines,0.0
35.09158688124384,304424.9269523544,10.870121402304724,-6.886267280651514,-2.0066814846657137,31.8812207535775,Private,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States,0.0
19.416384432308526,246465.3694175082,2.013237743850043,-174.7379342788385,-3.508235059396469,30.864226756506465,Private,Bachelors,Separated,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,Philippines,0.0
34.75431274792398,171782.02313878725,8.931964743156605,-118.57837933269134,-1.9758078603485154,40.05118597228443,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Black,Male,China,0.0
32.81472037443438,167166.331296899,9.98715169426899,-110.53602658792384,-6.24035916038037,40.07708477880264,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,United-States,0.0
31.25554886096374,64295.87094099926,8.976058036358674,15117.329523110697,-1.6551525131381413,39.95035395460247,Private,Masters,Separated,Handlers-cleaners,Not-in-family,White,Male,United-States,0.0
16.527677569035312,243463.12699239134,8.988933547465933,-163.54124583740935,-1.6337875561446034,32.827026021332046,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0.0
19.675532349574127,156733.72438025379,8.961582881728049,-156.52134688344938,-1.7121768870366199,39.86220505263093,Private,HS-grad,Never-married,Tech-support,Wife,White,Female,United-States,0.0
39.49582837427503,140876.24188086734,8.949725203622897,-139.7828491116892,-0.6834907063608268,39.88696587403124,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,Cuba,0.0
16.22055878589905,167625.59760343636,8.98774893815125,-68.71132038792763,-1.2128569860715588,42.57575431807226,Private,HS-grad,Separated,Handlers-cleaners,Husband,White,Male,Puerto-Rico,0.0
21.65452623059312,304520.0379481136,10.858093759001392,-22.19985360941318,2.994260974024956,40.09511964724135,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,India,0.0
32.38836214384868,657544.5565159349,9.954558224192382,-92.14048312291888,-3.8883503636641232,40.186920923293194,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,United-States,0.0
49.64298133204308,309662.6568255819,9.021579002943195,26.077329378801327,-5.150234525264007,40.130456747705885,Local-gov,5th-6th,Never-married,Adm-clerical,Own-child,White,Female,United-States,0.0
19.200845881655933,199076.45539657786,9.00010084276933,-76.2266539051704,-3.114552058495975,40.06790473608365,Private,7th-8th,Never-married,Adm-clerical,Unmarried,White,Female,Mexico,0.0
22.065427609383512,134382.8135666953,8.96867827828828,7565.387860116856,2.2999521308059796,39.815071206903184,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,Black,Female,United-States,0.0
32.73127610137733,213237.3390785019,9.961946632182723,-23.811003207656714,-4.068861266616607,38.46252231636267,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,0.0
35.73913103732615,193789.3402314921,12.933143533863472,-93.37507307198449,-4.942778638334262,38.603030903038324,Private,HS-grad,Widowed,Transport-moving,Not-in-family,Black,Male,United-States,0.0
29.055396576620794,354557.60385987745,13.012727082382415,-123.6397210761683,-0.3027964388505778,39.973972392236874,Private,Prof-school,Never-married,Priv-house-serv,Not-in-family,Black,Male,United-States,0.0
34.06613591475119,180383.86742464502,10.910440219126468,-77.75158740067201,-1.5455544789746356,40.11604093766157,Private,HS-grad,Divorced,Exec-managerial,Husband,Black,Male,United-States,0.0
20.303069095067237,266455.1884901341,9.023231925207272,11.098546217156073,-0.5560925082295481,39.968992441019914,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0.0
20.701149582449204,134380.45070662143,9.032770718676904,-74.02682429577203,1.8160432746555961,33.1214446367011,Private,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,Black,Female,United-States,0.0
57.40139885100834,59747.18581239176,2.9455271728791,84.70213094906308,-2.476903224444761,35.17101696764421,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,Puerto-Rico,0.0
24.13283205292604,29039.435452913105,8.968705212843185,4.683535739754524,-4.197546900594191,17.00386950877642,Private,5th-6th,Divorced,Machine-op-inspct,Not-in-family,Black,Male,Ireland,0.0
30.964454382250448,162149.97525586758,8.951942620492149,-43.113308500024374,-1.6710690739169054,39.848948599303306,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,0.0
42.64898677546104,148353.37454431388,9.033410773428066,10.147462986573405,1548.2773589947565,40.22218688227119,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,China,0.0
46.34125128554108,109251.2996780968,6.387373419153366,137.05779921782323,3.0867663596037924,39.767889850632244,State-gov,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States,0.0
41.100995653569186,463004.8579567349,9.923493313815403,-57.65714994447635,-4.3345745310706425,40.386603509202494,Private,11th,Divorced,Sales,Unmarried,White,Male,United-States,0.0
52.385577938001276,216537.073263374,9.944901779491728,5356.419201322612,3.1215021879765987,39.846353414122056,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,0.0
23.289444903290363,57455.557079192666,9.933669348404486,930.080068534799,0.46212731884016073,40.11432351855467,State-gov,1st-4th,Never-married,Craft-repair,Unmarried,White,Male,Mexico,0.0
22.374010060600078,412448.86874085787,11.003546036561714,-76.50993651391393,2.2122427826624693,39.95563238366893,Private,11th,Divorced,Other-service,Not-in-family,White,Male,Iran,0.0
38.769845932075896,194690.57144499413,8.981536674607204,-64.95239387588124,-0.9292721541665935,34.49819297596955,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Male,Vietnam,0.0
34.439656920230135,85340.23116093398,12.880295663404988,-85.55069321137523,-3.5098705096106815,39.91935330801567,Self-emp-not-inc,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Male,Italy,0.0
26.21060505137645,39160.9772783639,4.137002310152337,-80.86171720441992,0.40047799128683265,31.16880272912605,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Female,Mexico,0.0
43.76594445756583,68620.91321373233,8.982813645333538,63.65971126973611,0.9499543117746256,40.02607207363713,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,United-States,0.0
43.58650671849644,126677.0114051748,8.9815139022136,-95.98955506265352,0.25219083351223276,39.91214728506611,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,Honduras,0.0
20.539000715135465,47261.09901875693,9.941971197613816,-30.173235841429317,1.6570440680287026,78.00909127128024,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,0.0
17.066565861669098,246165.66682338985,9.948877244185429,-127.03434980231147,-4.8490248301165835,40.11882123475713,Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Female,China,0.0
30.176285677527694,146984.81336729025,8.956231780951368,-117.73533970365419,-3.4935929990503953,43.137253645123906,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Ecuador,0.0
33.158358441416766,202645.9561806303,9.968679330581844,61.05229811490016,0.9322867099255826,20.452886282983986,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,United-States,0.0
22.294352935544975,209004.47000199254,8.927562577296955,-14.693099447392415,3.45339054488721,29.53073346005314,Private,Assoc-acdm,Divorced,Adm-clerical,Own-child,Black,Male,United-States,0.0
39.88330629406349,189616.24997834282,8.99386122878145,-17.75816246090165,1.398285088900882,39.96138066208311,Private,11th,Never-married,Sales,Unmarried,White,Male,Mexico,0.0
21.508770647896075,52529.6202853707,8.98660992449727,-73.38273882833884,1.5309995350614403,45.33425759392736,Without-pay,HS-grad,Widowed,Handlers-cleaners,Unmarried,White,Male,Italy,0.0
22.380318838728908,188461.83866697582,6.769817391948743,36.95494083830756,3.2642274024757096,39.90082888634397,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,United-States,0.0
19.630321729845804,409596.1211363255,8.945816510610937,-113.07355699476963,-1.353779624812547,34.63990463533826,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Puerto-Rico,0.0
30.45069554848081,233942.96723749716,9.015111937752566,-1.4472505224543624,1.6472719322005256,2.960343946659405,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,Guatemala,0.0
36.040860848092485,201966.8172958965,5.7785318260598695,-153.47882516320007,3.9933039469266403,39.93226637526964,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,Mexico,0.0
22.534450642404636,380403.697746033,9.009448341834505,31.688745022201676,1.7221288603424696,31.486792819163913,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,Dominican-Republic,0.0
22.094326253678187,325645.33667109226,9.961364394949658,2742.8743562889954,-0.2558708975865449,39.77813434473543,State-gov,Assoc-acdm,Married-civ-spouse,Sales,Not-in-family,Black,Male,United-States,0.0
35.554313175138105,199444.27033699016,14.77906736747977,-168.54236425884463,-2.139837804555371,44.9324475028748,Private,Doctorate,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,United-States,0.0
20.65325073187399,168947.4441593619,8.985192337079878,-59.644910529811696,2.291186473640384,40.096889635765386,Private,9th,Never-married,Tech-support,Other-relative,White,Female,United-States,0.0
31.001243772002972,301912.0988647971,3.815172954935897,-38.89684270327303,-0.16233862126244242,9.4211245216593,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,Black,Male,Peru,0.0
18.25658199153098,374006.2642612589,9.99676975139763,-59.30765202823763,-4.169389920102829,40.226293401754106,Private,12th,Never-married,Handlers-cleaners,Not-in-family,Black,Female,United-States,0.0
52.63400062873566,191223.97969899813,8.967711523452689,0.17628163252487017,1.469951523145434,40.06160823436034,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,United-States,0.0
56.729907515064966,55195.59499923223,8.96487937026656,-101.45888315673845,0.3106430959780522,39.92023704184639,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0.0
17.967873562752487,197788.33830460103,8.957172760674373,39.634155989298385,-3.698353352749325,39.990883513286796,Private,10th,Widowed,Adm-clerical,Husband,White,Male,United-States,0.0
52.92629445002562,66607.47484137636,8.96509162866181,1510.4490331088764,-0.609889082497768,45.42085852066348,Private,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Male,Outlying-US(Guam-USVI-etc),0.0
27.888811866588103,175231.48088322283,9.93589707377594,-89.98215034420997,-6.0834246527331,41.70308304964772,Private,Bachelors,Never-married,Other-service,Unmarried,Black,Female,Mexico,0.0
