priors_count,c_charge_degree,race,age_cat,sex,preds
9.397284898443852,M,Other,Less than 25,Male,1.0
-0.8236098041735745,M,Caucasian,Greater than 45,Female,1.0
6.511075805857404,F,Caucasian,Greater than 45,Female,1.0
10.230886280851369,F,Other,Greater than 45,Male,1.0
2.1745856154766234,M,African-American,Greater than 45,Male,1.0
1.8555956172363652,M,African-American,Greater than 45,Female,1.0
0.18693469795650342,M,African-American,Greater than 45,Female,1.0
0.8021544187794525,M,Caucasian,Greater than 45,Female,1.0
0.35059346857272483,M,African-American,Greater than 45,Male,1.0
1.0126429027692956,F,Other,Less than 25,Male,1.0
-0.1256730117401453,F,Other,25 - 45,Male,1.0
0.6427092803008619,M,Hispanic,Greater than 45,Male,1.0
0.031966325404840346,F,Caucasian,25 - 45,Male,1.0
-0.08382325445434435,F,Hispanic,Less than 25,Male,1.0
1.3354181847380733,M,Caucasian,25 - 45,Male,1.0
3.749740580949524,M,Native American,Less than 25,Female,1.0
0.954776401920751,M,African-American,25 - 45,Female,1.0
0.5293582152297733,F,Other,25 - 45,Male,1.0
1.9454061245539376,M,Caucasian,Greater than 45,Female,1.0
-0.5033589874778306,M,Asian,Greater than 45,Female,1.0
-0.3507856219558585,F,African-American,Greater than 45,Male,1.0
1.0121551177961738,F,Hispanic,25 - 45,Female,1.0
9.489182380771664,M,Other,Greater than 45,Male,1.0
-0.7515242291230805,M,Other,Greater than 45,Female,1.0
-0.46191127916616725,F,African-American,Greater than 45,Male,1.0
0.5906546890659135,F,Other,25 - 45,Female,1.0
1.8148144558100288,M,Caucasian,Greater than 45,Female,1.0
-0.6139119010539333,F,African-American,Less than 25,Female,1.0
0.06108163849699699,M,African-American,Greater than 45,Female,1.0
4.093033411972756,F,Caucasian,25 - 45,Female,1.0
0.12540540568558617,M,African-American,Greater than 45,Male,1.0
-0.7324271747153793,F,Other,Greater than 45,Female,1.0
11.94514032113619,F,African-American,Greater than 45,Female,1.0
14.951377332217715,F,African-American,25 - 45,Male,1.0
0.008287023041879928,F,Hispanic,Greater than 45,Male,1.0
0.07574953836070676,F,Other,Greater than 45,Male,1.0
2.5243138115882817,F,African-American,25 - 45,Male,1.0
1.2653499211121915,F,Caucasian,Greater than 45,Male,1.0
0.7457623003091625,M,Caucasian,Greater than 45,Male,1.0
-0.06767324193620383,F,Caucasian,Greater than 45,Male,1.0
0.38817666089790925,F,Caucasian,Less than 25,Male,1.0
0.04909359852342208,F,Other,Greater than 45,Male,1.0
-0.039654322962110744,F,Caucasian,25 - 45,Female,1.0
1.192377131534365,M,Caucasian,25 - 45,Female,1.0
-0.6905992250919294,F,Hispanic,Greater than 45,Female,1.0
-0.48005391583562457,M,Caucasian,25 - 45,Male,1.0
7.223559406106897,F,Caucasian,Greater than 45,Female,1.0
0.8023910072113805,M,Caucasian,25 - 45,Female,1.0
0.6735608062884253,F,Caucasian,25 - 45,Female,1.0
15.646102013818588,M,Other,Greater than 45,Female,1.0
-0.8924702208678128,M,African-American,25 - 45,Female,1.0
0.6153460370493234,M,Caucasian,25 - 45,Male,1.0
-0.09142694586294842,M,African-American,Greater than 45,Female,1.0
-0.6292848116638606,M,Other,Greater than 45,Male,1.0
12.825285765294765,F,Caucasian,Less than 25,Male,1.0
5.842014042518972,M,Caucasian,25 - 45,Male,1.0
19.654066660367466,F,Hispanic,25 - 45,Male,1.0
11.250773880809472,M,Caucasian,Greater than 45,Male,1.0
-0.5506620573132625,M,Caucasian,Greater than 45,Female,1.0
-0.6944872962314586,M,Hispanic,25 - 45,Female,1.0
1.5857145578817444,M,African-American,25 - 45,Male,1.0
0.9050723979664128,F,Hispanic,25 - 45,Male,1.0
0.5303864773268838,M,African-American,25 - 45,Female,1.0
-0.29838392568178373,F,Asian,25 - 45,Male,1.0
-0.32584319118648586,M,African-American,25 - 45,Male,1.0
0.4699565164326462,M,Caucasian,25 - 45,Female,1.0
0.16939034809710993,F,Caucasian,25 - 45,Female,1.0
-0.17144655052626426,F,Caucasian,Greater than 45,Male,1.0
2.426012603117816,F,Hispanic,Greater than 45,Male,1.0
5.748176906062357,F,Caucasian,Greater than 45,Male,1.0
2.5356419642052392,M,Caucasian,25 - 45,Male,1.0
8.104212772324892,M,Hispanic,25 - 45,Female,1.0
-0.1758662416926957,M,African-American,25 - 45,Male,1.0
-1.06842524322775,F,African-American,25 - 45,Male,1.0
-0.8710603209009498,M,Caucasian,Greater than 45,Male,1.0
-0.4958701007128244,F,Hispanic,25 - 45,Female,1.0
2.6251657813433535,F,Caucasian,25 - 45,Male,1.0
-0.6949822389878778,F,Other,Greater than 45,Male,1.0
2.7799404376055774,F,Other,Greater than 45,Male,1.0
0.36323381537645416,F,African-American,Greater than 45,Male,1.0
1.7144636145657373,M,Caucasian,Less than 25,Male,1.0
1.6282195286393852,M,Hispanic,Greater than 45,Female,1.0
1.005525361698001,F,African-American,25 - 45,Male,1.0
-0.15620060624973453,M,Caucasian,25 - 45,Male,1.0
0.7061106192818176,F,Asian,Greater than 45,Female,1.0
7.553283115282108,F,Other,25 - 45,Female,1.0
-0.36080628411476434,F,African-American,25 - 45,Female,1.0
2.110162198292593,F,Hispanic,25 - 45,Male,1.0
1.6808258843519104,F,African-American,Greater than 45,Male,1.0
-0.5442729384214644,F,Other,Less than 25,Male,1.0
7.6460498824958325,M,Caucasian,25 - 45,Female,1.0
-0.9550536445027472,F,Other,25 - 45,Male,1.0
0.8614082214239002,F,Caucasian,Greater than 45,Male,1.0
0.7493058285454848,F,Caucasian,Greater than 45,Male,1.0
3.499251679036087,F,Caucasian,Greater than 45,Male,1.0
0.25360509901502887,F,Caucasian,Less than 25,Female,1.0
6.784517109618735,F,Caucasian,25 - 45,Male,1.0
1.1452513069677859,F,Hispanic,Greater than 45,Male,1.0
-0.39492879547317417,M,Hispanic,Greater than 45,Male,1.0
-0.7541373341464253,F,Caucasian,25 - 45,Female,1.0
5.7769613296594216,M,Caucasian,Greater than 45,Male,1.0
-0.792818947980864,F,Caucasian,Greater than 45,Male,1.0
-1.0363160712474715,M,Other,25 - 45,Female,1.0
22.065447095553047,F,Hispanic,Less than 25,Male,1.0
-0.9583552258752053,M,Caucasian,Greater than 45,Male,1.0
2.6289272229070235,F,Other,Greater than 45,Male,1.0
-0.5213775203963713,M,African-American,25 - 45,Female,1.0
-0.8663147447202779,M,Caucasian,25 - 45,Male,1.0
-0.6372637867195468,M,African-American,Greater than 45,Female,1.0
20.02314336585106,F,Other,Less than 25,Female,1.0
-0.440719075981292,F,Caucasian,Less than 25,Male,1.0
1.868678029915975,M,Hispanic,Greater than 45,Female,1.0
3.476110394884698,M,Caucasian,Greater than 45,Male,1.0
0.9486832807984922,F,Caucasian,Greater than 45,Male,1.0
6.807550995686631,M,Caucasian,Greater than 45,Male,1.0
0.44411737267614504,F,African-American,25 - 45,Male,1.0
-0.35692586332198467,M,Caucasian,Greater than 45,Female,1.0
0.4651249021084046,F,Caucasian,25 - 45,Male,1.0
-3.8303078390912386,M,African-American,Greater than 45,Female,1.0
1.7176184518997515,M,Caucasian,Greater than 45,Female,1.0
-1.1340967479280981,M,Other,Greater than 45,Male,1.0
0.09795464473069253,F,Caucasian,Greater than 45,Male,1.0
-0.3272797224050514,F,Hispanic,Less than 25,Female,1.0
4.4983310321132475,M,Caucasian,Less than 25,Male,1.0
1.0905693159520775,F,African-American,Less than 25,Female,1.0
-0.0820001355548076,M,Hispanic,Greater than 45,Male,1.0
0.880963811372109,F,Other,Greater than 45,Female,1.0
1.4454885262457744,M,Caucasian,Less than 25,Female,1.0
-0.1800820402641854,M,Asian,25 - 45,Female,1.0
-0.8722575376482857,F,Other,Greater than 45,Female,1.0
-0.37930372033985765,F,Other,25 - 45,Female,1.0
0.6587773108783304,M,Hispanic,Greater than 45,Female,1.0
-0.6027955285660627,M,Caucasian,Greater than 45,Female,1.0
5.467346066790094,F,African-American,25 - 45,Female,1.0
8.03807495571697,F,African-American,25 - 45,Female,1.0
-0.02611970832545718,M,Caucasian,25 - 45,Female,1.0
3.2743924493526855,F,Hispanic,25 - 45,Male,1.0
1.485258439599142,F,Asian,25 - 45,Male,1.0
2.5281694196427615,M,Caucasian,Greater than 45,Female,1.0
0.852605579775569,F,Asian,25 - 45,Female,1.0
-0.12295300149054578,M,Native American,25 - 45,Male,1.0
-0.13938725749693548,F,Other,25 - 45,Male,1.0
1.1923912158120544,F,Hispanic,Greater than 45,Female,1.0
3.0761300279647203,F,Caucasian,Greater than 45,Male,1.0
0.4660554962093735,M,Caucasian,Greater than 45,Male,1.0
0.15359790320677325,M,Native American,25 - 45,Male,1.0
16.58845510021499,F,Caucasian,25 - 45,Male,1.0
2.297103567021374,M,Other,Greater than 45,Female,1.0
1.079826266222635,M,African-American,25 - 45,Male,1.0
-0.4429685764982824,F,African-American,Greater than 45,Male,1.0
9.577252637132567,F,Caucasian,25 - 45,Male,1.0
-1.2519407761593797,M,Hispanic,Greater than 45,Female,1.0
-0.10753441538557697,M,Caucasian,Greater than 45,Male,1.0
-0.9256165292347696,M,Asian,Greater than 45,Male,1.0
10.832444460919605,F,African-American,25 - 45,Male,1.0
-0.27368430375519814,M,Caucasian,Greater than 45,Male,1.0
0.7633698049772136,F,Caucasian,25 - 45,Male,1.0
2.345475995757197,M,Hispanic,Greater than 45,Male,1.0
1.758544573595843,M,Other,Greater than 45,Female,1.0
-0.3422304449573734,M,Caucasian,25 - 45,Male,1.0
-0.04165750355552429,F,Other,Greater than 45,Female,1.0
10.822590851834851,F,Hispanic,25 - 45,Female,1.0
-1.7241093874041362,M,Other,Greater than 45,Female,1.0
1.4481122081992517,F,African-American,Less than 25,Female,1.0
-0.5880026359214345,M,Hispanic,Greater than 45,Female,1.0
3.2355242053179976,M,Caucasian,25 - 45,Male,1.0
2.4550130863730413,M,Caucasian,Greater than 45,Male,1.0
12.381958505723269,M,African-American,Less than 25,Female,1.0
-0.5304818973738353,F,Caucasian,Less than 25,Female,1.0
7.445537121212261,F,Caucasian,25 - 45,Male,1.0
8.160211391516443,F,Other,25 - 45,Female,1.0
-0.6181544217130877,F,Caucasian,25 - 45,Female,1.0
-0.41824867525139614,M,Asian,Greater than 45,Female,1.0
2.839623200329203,F,Native American,Greater than 45,Male,1.0
-0.2801147426693858,M,Other,Less than 25,Male,1.0
-0.9686022005572531,M,Other,Greater than 45,Male,1.0
1.4937839384526,F,Hispanic,Greater than 45,Female,1.0
30.50942890626744,M,Caucasian,Greater than 45,Male,1.0
0.7091950545750524,F,Caucasian,Greater than 45,Male,1.0
2.409292108286995,M,Hispanic,Greater than 45,Male,1.0
2.0147882309502587,F,Other,Greater than 45,Female,1.0
-0.9072416121018818,M,Caucasian,Greater than 45,Male,1.0
2.3670802662394808,F,Caucasian,25 - 45,Female,1.0
2.0804455473348664,F,Caucasian,25 - 45,Male,1.0
-0.5585509603474,M,Hispanic,25 - 45,Male,1.0
3.535467641991212,F,Caucasian,25 - 45,Female,1.0
-0.5582473428128037,F,Other,Greater than 45,Male,1.0
0.5558240656466767,F,Caucasian,25 - 45,Female,1.0
-0.9796641310110255,M,Caucasian,Greater than 45,Female,1.0
0.2050758312534804,F,Caucasian,Greater than 45,Male,1.0
1.7606199943398453,M,Caucasian,Less than 25,Male,1.0
0.03248144024419105,F,Caucasian,25 - 45,Male,1.0
1.1462679803229117,M,Caucasian,25 - 45,Female,1.0
0.009614162919026947,M,Caucasian,25 - 45,Female,1.0
2.44490590812676,M,Caucasian,25 - 45,Male,1.0
-0.24104600187849545,M,Other,Greater than 45,Male,1.0
10.59118319655996,F,Hispanic,Greater than 45,Female,1.0
0.895377727799498,F,Other,Greater than 45,Male,1.0
-0.36118463962635755,F,Caucasian,Greater than 45,Male,1.0
10.26220075737341,F,Caucasian,25 - 45,Male,1.0
-0.46539832065886566,M,Other,25 - 45,Female,1.0
-0.6257601451264603,F,Caucasian,Greater than 45,Male,1.0
0.611541146698471,F,Caucasian,25 - 45,Male,1.0
-0.13199730074226954,F,Native American,Greater than 45,Male,1.0
-0.8193683267743578,M,Hispanic,Greater than 45,Male,1.0
-0.22593473902136477,M,Caucasian,Greater than 45,Female,1.0
-0.08412196180399345,M,Caucasian,25 - 45,Female,1.0
1.0786927407698914,F,African-American,Greater than 45,Male,1.0
17.09890464626558,F,Other,Less than 25,Female,1.0
2.5817279685678676,M,Caucasian,Less than 25,Female,1.0
-0.1741740391226769,M,African-American,Less than 25,Male,1.0
1.6879429554364265,M,African-American,Greater than 45,Male,1.0
0.6966099598651043,F,African-American,25 - 45,Male,1.0
0.915925549741277,F,Other,Greater than 45,Male,1.0
0.36666262787703474,F,Hispanic,25 - 45,Male,1.0
8.162268672400053,M,African-American,Less than 25,Female,1.0
1.3814940026481397,M,Hispanic,Greater than 45,Male,1.0
0.15088376954462124,F,Hispanic,Less than 25,Male,1.0
9.590758879478102,F,Caucasian,Less than 25,Female,1.0
-0.6723844483073531,M,Caucasian,Less than 25,Female,1.0
11.25112899993271,M,African-American,25 - 45,Female,1.0
0.2334758152560463,F,Caucasian,Greater than 45,Female,1.0
2.5740145381305353,M,African-American,Less than 25,Male,1.0
0.2519475995657751,F,Caucasian,25 - 45,Female,1.0
6.727831507417575,F,Caucasian,Greater than 45,Male,1.0
0.40271519102553666,M,Hispanic,25 - 45,Female,1.0
1.9137559906144452,F,Caucasian,25 - 45,Female,1.0
-0.10780091723246651,M,Hispanic,25 - 45,Male,1.0
-0.4435835743256881,F,Other,Greater than 45,Female,1.0
0.034152250565219276,M,Caucasian,Greater than 45,Female,1.0
2.482120026326743,M,African-American,25 - 45,Male,1.0
0.711292538460186,F,Caucasian,25 - 45,Female,1.0
2.704961280857415,F,African-American,Greater than 45,Female,1.0
-0.7546539590895779,M,Caucasian,Greater than 45,Male,1.0
1.262165625632719,F,Caucasian,25 - 45,Female,1.0
2.0974752525973104,F,Native American,Greater than 45,Female,1.0
1.8526194559870457,M,Asian,Less than 25,Female,1.0
0.6129934004100639,M,Caucasian,Less than 25,Female,1.0
1.1607536982406177,F,African-American,25 - 45,Male,1.0
31.09897237199135,F,Caucasian,Greater than 45,Female,1.0
-0.2268884967522804,F,Caucasian,Greater than 45,Female,1.0
0.11426295334543458,F,African-American,25 - 45,Male,1.0
2.351370529060643,M,Caucasian,Greater than 45,Male,1.0
0.7265080045861655,F,Hispanic,25 - 45,Female,1.0
1.3890851425889363,M,Hispanic,Greater than 45,Male,1.0
-0.6445799883163306,F,Hispanic,25 - 45,Female,1.0
0.7070970193581666,F,Other,Greater than 45,Female,1.0
20.63199386672995,F,Hispanic,25 - 45,Male,1.0
2.099140313581343,F,Other,Greater than 45,Female,1.0
0.932479853160494,F,Caucasian,25 - 45,Male,1.0
0.10077114956068955,F,African-American,25 - 45,Male,1.0
-0.037063452626283855,F,Caucasian,Greater than 45,Male,1.0
2.3035249759373615,M,Hispanic,25 - 45,Male,1.0
-1.1896159521109362,M,Caucasian,Greater than 45,Male,1.0
-0.04679994189733697,F,African-American,Greater than 45,Female,1.0
0.6777668587457252,M,Caucasian,25 - 45,Male,1.0
0.8733445024281952,F,Native American,25 - 45,Female,1.0
1.3390709832806669,M,Hispanic,25 - 45,Male,1.0
1.4190695477342115,M,Caucasian,Less than 25,Male,1.0
1.197736202494364,M,Hispanic,25 - 45,Female,1.0
1.7409367028594138,F,Other,Less than 25,Male,1.0
2.2270546124446753,F,Caucasian,Greater than 45,Male,1.0
1.731650254543676,F,African-American,Greater than 45,Female,1.0
-0.7314513424717198,M,Caucasian,Greater than 45,Male,1.0
0.6154117003544557,F,Hispanic,Greater than 45,Female,1.0
4.730024322854162,M,Other,Greater than 45,Male,1.0
20.083434518342592,F,Caucasian,25 - 45,Female,1.0
1.7152325946716613,M,Hispanic,25 - 45,Female,1.0
0.40420541692808853,M,Caucasian,Greater than 45,Female,1.0
10.654847738554986,M,Caucasian,Greater than 45,Female,1.0
-1.5801700814672976,F,Caucasian,25 - 45,Male,1.0
-0.767836795543782,M,Hispanic,Less than 25,Female,1.0
0.5100591903185683,M,Hispanic,Greater than 45,Male,1.0
0.6687031455544625,F,Hispanic,25 - 45,Male,1.0
0.31534914448864393,M,Other,Greater than 45,Female,1.0
0.5152815199239789,M,Other,Greater than 45,Female,1.0
0.5005451866653633,F,Hispanic,Greater than 45,Female,1.0
0.8003995669809693,F,Caucasian,Less than 25,Male,1.0
1.0166921249421754,F,African-American,Greater than 45,Male,1.0
-0.1756715989846075,M,Hispanic,25 - 45,Female,1.0
0.7661143625407282,M,Caucasian,Greater than 45,Female,1.0
3.348419372403067,M,Caucasian,Less than 25,Female,1.0
1.9121251364941807,M,Caucasian,Greater than 45,Female,1.0
1.9327319724279324,M,African-American,Less than 25,Female,1.0
2.76344218521821,F,African-American,Less than 25,Male,1.0
0.0653817314383831,M,Hispanic,25 - 45,Male,1.0
0.8322037398139321,F,Caucasian,Greater than 45,Female,1.0
0.03368490198838593,F,Hispanic,25 - 45,Male,1.0
-0.7491188417147416,M,Hispanic,Greater than 45,Female,1.0
2.6932998871805243,F,Hispanic,25 - 45,Female,1.0
0.6960564986494516,M,African-American,Less than 25,Female,1.0
1.816361284468039,F,Caucasian,Greater than 45,Male,1.0
0.15043034652406898,M,Caucasian,Greater than 45,Female,1.0
6.9570405794705295,M,Hispanic,25 - 45,Male,1.0
0.5521490810142504,M,Caucasian,Less than 25,Male,1.0
9.611409659483506,M,Hispanic,25 - 45,Female,1.0
0.3134962174167452,F,Caucasian,25 - 45,Male,1.0
-1.044447761236759,F,Caucasian,Greater than 45,Male,1.0
0.10327097136599266,M,Other,Greater than 45,Female,1.0
0.408415979211454,M,Caucasian,25 - 45,Male,1.0
0.939422926966047,F,Caucasian,25 - 45,Male,1.0
3.7042437356646487,M,Other,25 - 45,Female,1.0
-0.4496247941382929,F,African-American,25 - 45,Female,1.0
1.9767716787547895,M,African-American,Greater than 45,Male,1.0
2.0543357792549264,F,Hispanic,Greater than 45,Male,1.0
2.2258468294755636,M,African-American,Less than 25,Female,1.0
-0.13880716365469364,F,Caucasian,Greater than 45,Female,1.0
-0.707212531941456,F,Caucasian,Greater than 45,Female,1.0
-0.12203975943561463,M,Caucasian,25 - 45,Male,1.0
3.390539086126492,F,Other,25 - 45,Female,1.0
1.7887405293304766,M,Hispanic,Less than 25,Female,1.0
0.4248274873392089,M,Caucasian,25 - 45,Male,1.0
0.3198327366155954,M,Caucasian,Less than 25,Male,1.0
-0.5610187813355655,M,Caucasian,25 - 45,Female,1.0
-0.8068059179729925,F,Caucasian,Greater than 45,Female,1.0
0.4280758001294455,F,African-American,Less than 25,Female,1.0
3.0660688785790597,M,Hispanic,Greater than 45,Male,1.0
-0.4571562216987866,F,Hispanic,Greater than 45,Female,1.0
0.4709426878672016,F,Caucasian,Greater than 45,Male,1.0
1.08941336303695,F,Hispanic,25 - 45,Female,1.0
0.47614386971068673,F,Caucasian,Less than 25,Male,1.0
3.5578525809462507,F,Caucasian,Less than 25,Male,1.0
12.080369528512215,M,Caucasian,25 - 45,Male,1.0
0.7713619655286643,M,African-American,Greater than 45,Male,1.0
-0.6524115406281519,M,Caucasian,25 - 45,Female,1.0
4.618002370681953,F,Caucasian,25 - 45,Male,1.0
-0.8903215058757574,M,African-American,25 - 45,Female,1.0
-0.20097718695461184,F,Caucasian,25 - 45,Male,1.0
1.7243751044280313,F,Other,Greater than 45,Female,1.0
0.13180101022997048,F,African-American,Greater than 45,Female,1.0
4.18230549829544,F,Other,25 - 45,Female,1.0
0.509918030811454,F,African-American,25 - 45,Female,1.0
0.6319254370869398,F,African-American,Greater than 45,Male,1.0
2.3175402086060384,M,Caucasian,Greater than 45,Female,1.0
3.905041917130049,M,Caucasian,25 - 45,Male,1.0
0.6763785965118261,M,Caucasian,Greater than 45,Male,1.0
-0.6580986684117516,M,Caucasian,25 - 45,Male,1.0
3.2768478949600093,M,Caucasian,Greater than 45,Female,1.0
2.6376292585427183,F,Caucasian,Greater than 45,Female,1.0
1.1362219618539173,M,Caucasian,Greater than 45,Male,1.0
-0.7225716998521912,M,Caucasian,Greater than 45,Female,1.0
-0.43553764273855733,M,African-American,Greater than 45,Male,1.0
-1.2039530826870122,F,Other,25 - 45,Male,1.0
2.036962043670859,F,Hispanic,25 - 45,Male,1.0
0.13435432673779849,M,Hispanic,25 - 45,Female,1.0
5.633549092486145,M,Asian,Less than 25,Male,1.0
1.460691719848779,M,Caucasian,25 - 45,Male,1.0
-0.36226252537238846,M,Caucasian,25 - 45,Male,1.0
2.0365657835142343,F,Caucasian,25 - 45,Male,1.0
0.40749937145933474,M,Caucasian,Greater than 45,Female,1.0
-0.6529178598405732,F,Hispanic,25 - 45,Female,1.0
-0.5774729511733282,F,African-American,25 - 45,Female,1.0
17.65868444063962,M,Caucasian,Greater than 45,Female,1.0
2.712805728000883,M,Caucasian,Greater than 45,Female,1.0
1.9024584406650609,M,Caucasian,25 - 45,Male,1.0
-0.5056599760847423,F,Caucasian,Greater than 45,Male,1.0
1.6295900100845415,F,Caucasian,Greater than 45,Female,1.0
-1.0053070814977478,M,Native American,25 - 45,Male,1.0
2.258819997071087,M,Caucasian,25 - 45,Female,1.0
-0.06983224627681109,F,African-American,Greater than 45,Female,1.0
1.6147738199420518,F,Caucasian,Less than 25,Female,1.0
2.6954212848919563,F,Caucasian,25 - 45,Male,1.0
0.38665429879083746,F,Hispanic,Greater than 45,Male,1.0
1.1776731660608202,F,Caucasian,Greater than 45,Female,1.0
1.9729104473309873,M,African-American,25 - 45,Male,1.0
-0.67835441089526,F,Caucasian,Greater than 45,Male,1.0
0.45731479776216366,M,Hispanic,Greater than 45,Female,1.0
0.2385328707272214,M,Caucasian,25 - 45,Female,1.0
-0.07792500536445626,M,African-American,25 - 45,Male,1.0
14.799190693547216,F,Other,25 - 45,Male,1.0
-0.7446371234204188,F,Caucasian,25 - 45,Male,1.0
-0.8567632730157797,M,Caucasian,Greater than 45,Female,1.0
0.4338951764684206,F,African-American,Greater than 45,Male,1.0
1.5471232487627917,F,Asian,Less than 25,Female,1.0
1.2414798443723294,F,Hispanic,Less than 25,Female,1.0
1.7522449934264417,M,Other,25 - 45,Male,1.0
3.3364063935477275,F,African-American,Less than 25,Male,1.0
-0.037018234988129395,M,Other,25 - 45,Female,1.0
0.7609812779657017,F,Caucasian,25 - 45,Female,1.0
0.09819666210205409,M,African-American,25 - 45,Male,1.0
-0.7501685060982743,M,African-American,Less than 25,Male,1.0
0.8456614638254207,F,Caucasian,25 - 45,Female,1.0
1.5593593954009743,M,Caucasian,Greater than 45,Female,1.0
1.3092528866985815,F,Caucasian,Greater than 45,Male,1.0
0.014175731982740025,M,Caucasian,Greater than 45,Male,1.0
5.632823700827286,M,African-American,Less than 25,Female,1.0
-0.9825222859655214,M,Caucasian,25 - 45,Male,1.0
12.82747580387845,M,Caucasian,25 - 45,Female,1.0
0.02135835600570757,M,Caucasian,25 - 45,Female,1.0
2.534834812999245,M,Caucasian,25 - 45,Male,1.0
3.393743006427514,F,Hispanic,25 - 45,Male,1.0
2.3730911927902523,M,Caucasian,Greater than 45,Male,1.0
-0.136768753690359,M,African-American,Greater than 45,Female,1.0
0.5233762452439286,F,Caucasian,Greater than 45,Male,1.0
0.3144378868322338,F,Caucasian,25 - 45,Male,1.0
-0.5660208205157922,M,Other,Greater than 45,Female,1.0
-0.9328605879745784,F,Hispanic,Greater than 45,Male,1.0
-4.059347314445816,F,Caucasian,Greater than 45,Female,1.0
-0.1903525139332954,F,Caucasian,Greater than 45,Male,1.0
-0.266852575947657,M,African-American,Less than 25,Female,1.0
1.5170859237828958,F,Hispanic,25 - 45,Male,1.0
-1.6279146425141486,M,Native American,25 - 45,Female,1.0
3.2144265971672072,F,Caucasian,25 - 45,Female,1.0
0.3944551604675321,F,Asian,Greater than 45,Female,1.0
17.189932965560843,F,Hispanic,25 - 45,Female,1.0
0.7211179819871927,F,Caucasian,25 - 45,Female,1.0
-0.7244406349206123,F,Caucasian,Greater than 45,Male,1.0
1.3134450716974093,F,Native American,Greater than 45,Female,1.0
7.067388784825286,F,Caucasian,Less than 25,Female,1.0
0.7434324319929365,F,Caucasian,Greater than 45,Male,1.0
0.8360511048002395,M,Caucasian,Greater than 45,Male,1.0
-0.9073402526674527,M,Other,Greater than 45,Male,1.0
-0.13216968751086552,F,African-American,25 - 45,Male,1.0
1.6634078763330258,M,African-American,25 - 45,Male,1.0
-1.4937597419770228,M,Hispanic,Greater than 45,Male,1.0
