Age,fnlwgt,Education-Num,Capital Gain,Capital Loss,Hours per week,Workclass,Education,Martial Status,Occupation,Relationship,Country,Sex,Race,preds
62.8571623736081,364946.9638155818,9.048753295025563,5194.784254789627,-1.1725416481315736,40.03506770539597,Local-gov,Prof-school,Married-civ-spouse,Craft-repair,Husband,Canada,Male,White,1.0
60.52756217030771,71937.80469991454,10.039205157179863,-1.699252421960443,-2.055270623603986,40.06223472445133,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Germany,Male,White,1.0
81.51409809783323,174974.6742277065,9.023987990444056,14585.979110093203,1.02761770725455,40.08404962208082,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,United-States,Male,White,1.0
43.59975967116939,146163.24472629695,8.11793966559479,-40.79931521738645,-1.1064833883307716,40.00643965407306,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
39.574397574800244,200801.5363508828,9.023471794893146,56.6107590055951,-2.327863044501959,40.18688702026345,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Mexico,Male,White,1.0
23.587176672422018,269235.32375607453,9.00086033084732,46.63139122881919,0.5292745852424093,45.1691463936558,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Mexico,Male,White,1.0
46.645109194315516,552148.3740225283,8.99380364827312,-65.96856469584493,-0.8768130499245436,81.47333793894849,Self-emp-inc,Doctorate,Married-civ-spouse,Transport-moving,Husband,Philippines,Male,White,1.0
45.02230891104317,131752.3033523376,9.029833240804148,18.38953601258264,-4.395535720490463,40.20842761974599,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
41.72360181578262,216595.39596421435,9.034805658255012,-52.33565529699016,-0.3816209429274408,40.02096330548356,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,India,Male,White,1.0
53.524626918596404,226955.23391296744,14.059062179881996,-6.363223779649114,1627.7215638452005,68.51679448366704,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
47.40531102433145,217941.0304703375,13.010015189172881,34.282743185235944,0.3779628173146202,39.96164776205265,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Taiwan,Male,White,1.0
52.90781861742351,158496.03345124752,9.01363628712025,12.017135510060738,0.2620402196305205,56.32024966711762,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Canada,Male,White,1.0
40.319800227398346,142683.5539251497,5.535847021300252,-4.118412778657267,4.631632873284094,58.67155393877315,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Haiti,Male,White,1.0
66.69029783519113,269265.7394992375,12.21782673698189,110657.67491146407,1.6760039694395708,40.06705328472814,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Dominican-Republic,Male,White,1.0
72.13538352611606,74532.09578091334,9.057457952564878,6437.743882312929,-0.672180549853788,40.09150102613944,Self-emp-not-inc,Prof-school,Married-civ-spouse,Transport-moving,Husband,Hong,Male,White,1.0
42.840766240744976,30854.69030070769,11.901459418864077,12.702729655394263,-3.0416139178680734,40.17260701954846,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Philippines,Male,White,1.0
21.445403175962934,228537.2466753469,9.010709629920388,3159.7002764516633,-1.944251660125664,40.22953629428661,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Puerto-Rico,Male,White,1.0
37.148436063708964,368126.3190015713,13.864128392132542,22.49040264904116,-0.4731333026738562,40.23320673883611,Self-emp-not-inc,Doctorate,Married-civ-spouse,Craft-repair,Husband,Mexico,Male,White,1.0
49.667289710863884,183234.57311955618,8.971676714432446,101521.48010196513,-1.1636058644061087,44.90266490191213,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
28.20556780407674,167427.84091913185,9.043055814405765,73.55576945950929,1.9052169116203612,60.01834660715175,Self-emp-inc,5th-6th,Married-civ-spouse,Machine-op-inspct,Unmarried,United-States,Male,White,1.0
41.39674299945565,229979.66384724612,15.830690337041286,55.3678602126229,1816.8198599804161,20.150480271477193,Private,Doctorate,Married-civ-spouse,Transport-moving,Husband,United-States,Male,White,1.0
32.14783663659007,26559.88054879586,14.014854942766032,-16.013370400174576,2.0640571678847497,40.10403591255631,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Poland,Male,White,1.0
74.18003516103458,35094.81592217175,4.9666052051301515,-36.79490659748723,-0.8233153871941465,51.632175071659546,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,Philippines,Male,White,1.0
66.7986575134846,97673.02066176615,8.964926462554333,-40.015535337238326,-5.087783590128937,40.19523435089641,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Mexico,Male,White,1.0
59.204049929347676,302977.40577937645,9.985905067796068,-33.82685644491414,4.479066189139828,40.08678021359634,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Mexico,Male,White,1.0
33.02805782395703,187707.65569016818,7.382053998726987,9.34186449302985,-0.7033132963765281,50.78543812835915,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,United-States,Male,White,1.0
35.849317596472495,209562.7104952503,9.029333554292117,-6.899043510332523,-3.3686236576628388,72.41856601549259,State-gov,Masters,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
51.59059899839784,359922.8665388813,9.052217978418833,-68.282135427961,-1.303620023178066,40.10923046720776,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,United-States,Male,White,1.0
50.91995174140095,132100.38889608523,8.949059144236895,65.86517225337916,-2.1582572126437367,51.215527893414844,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,United-States,Male,White,1.0
58.50455075314429,48666.3616892373,13.13776569247443,15803.651012989352,1.4580699835481792,40.16430775679226,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,United-States,Male,White,1.0
62.3677035456746,80027.52285392999,9.065478595925725,-44.44876560263678,-3.2141903415922273,40.058288819928755,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,United-States,Male,White,1.0
67.96370384861152,326848.25487538334,12.94656254593321,-48.93267823623741,-1.4848186762016489,50.736511781136215,Federal-gov,Prof-school,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
52.893473369876475,157208.70919597067,12.96851846381081,-63.27566206720187,-1.9467162186109643,39.9476514612732,Self-emp-not-inc,Masters,Married-civ-spouse,Transport-moving,Husband,United-States,Male,White,1.0
41.035228410395135,160247.88763616295,14.221925692957877,-88.13850318125283,-5.265846905858783,40.03123870373316,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Haiti,Male,White,1.0
63.409839185759935,171811.82753946818,5.440422376305711,-155.58982438531936,0.18906977927482133,73.25325326931673,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,United-States,Male,White,1.0
43.3165741275235,224324.57289650457,12.201135614104654,16326.45465942163,-0.3997753043908284,50.36104245652864,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,United-States,Male,White,1.0
67.70840297117327,163032.2929662598,6.546214190852701,-29.757487593151,2.4804110851373844,63.59199276392024,Private,Doctorate,Married-civ-spouse,Craft-repair,Husband,Honduras,Male,White,1.0
47.39418364904317,266449.0527484306,7.12312721554079,101.01847310598676,0.596453621020497,49.73773507123943,Self-emp-not-inc,Prof-school,Married-civ-spouse,Transport-moving,Own-child,India,Male,White,1.0
39.035401150169264,100306.10948919026,5.540874969188721,-59.554907268654176,-1.7602065952068566,40.23256098643952,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
50.99064215128256,179734.50482721414,13.070282014807763,54.90346534188094,-2.3457439254506913,56.4073097237657,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,India,Male,White,1.0
65.23895136593787,180273.64519324605,7.342438640703223,12.740230026942324,-1.7192276188067508,50.845561713028104,Self-emp-inc,Prof-school,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
41.0320848371081,138968.70018386716,15.580433055205477,39.90591126184259,2.638903430517175,40.01257249211423,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,United-States,Male,White,1.0
52.31722760646974,50354.734108033874,3.9302341564289214,23.47664741428801,0.43533748221380164,40.15860817218332,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,India,Male,White,1.0
31.798972770715714,290477.9618047073,9.00451992285339,4.016940571623792,-4.891058094467992,39.94979034888683,Self-emp-inc,Doctorate,Married-civ-spouse,Craft-repair,Wife,China,Male,White,1.0
50.561274788093044,330624.7581387884,12.088855927686083,41.452837129832744,3.2298210649585126,40.034026773488414,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,India,Male,White,1.0
52.45519851971032,205948.05061949408,7.9528826786665885,77.34107971021538,-1.3907730450528086,40.13360785168669,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,United-States,Male,White,1.0
43.94597233975348,58053.301039873324,8.999002927029029,3071.6052205333453,-1.1401666879685266,40.05999312026087,Local-gov,7th-8th,Married-civ-spouse,Other-service,Husband,Canada,Male,Asian-Pac-Islander,1.0
55.88192903394962,105914.56520462909,9.074762799524468,36.866951603001915,1.2835965038048567,40.13379057992819,Self-emp-inc,Prof-school,Married-civ-spouse,Craft-repair,Husband,Hungary,Male,White,1.0
67.20291444753276,164084.43942739928,12.930477033011984,1.6919590008821968,1.333034412842912,62.379115243466174,Federal-gov,Bachelors,Married-civ-spouse,Transport-moving,Husband,United-States,Male,White,1.0
73.30006189277461,240520.12259995486,8.977902578944745,44.270992421111636,-0.35705672182607967,45.227752509568106,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Japan,Male,White,1.0
32.748280174223915,171591.19026394672,10.060877692389488,86.93080456791668,-0.7342103596631971,40.15578588643409,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,United-States,Female,Asian-Pac-Islander,1.0
36.07540964199071,199496.79055233076,13.165243459084978,-12.587947811116615,1887.003729744299,49.0185457158141,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Philippines,Male,White,1.0
65.57277916364745,185222.99911658795,6.65487721378481,68.2264832963255,-1.8184763907282184,40.12461853280232,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,United-States,Male,White,1.0
28.092443761841018,191089.13963722953,8.984647864150563,14436.109299559042,-5.916067720144384,40.19654377610743,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
68.51400571535,187508.57661700228,9.969217673245927,79.13714847422445,2.8990176270586456,39.9763402324808,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Philippines,Male,White,1.0
48.661133293901095,143726.7511188939,8.993799273153028,-53.13300023361128,-2.609682451156705,40.078842788942126,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Germany,Male,White,1.0
40.86280667176899,145799.72649135557,9.050998500651101,13926.944169383907,-1.8279558757587624,40.18679331962889,State-gov,Prof-school,Married-civ-spouse,Craft-repair,Husband,United-States,Male,White,1.0
46.61411650368215,81582.90136006374,9.027208097762124,50.890250295217584,3.2639504811410327,61.23234200158761,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Mexico,Male,White,1.0
40.919518901276795,127467.77430411425,8.999717313087391,98929.45480453367,-0.4561145929134122,40.05720914905095,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,Cambodia,Male,White,1.0
