No-Recid,Recid,priors_count,c_charge_degree,race,age_cat,sex
0.9919889569282532,0.008011030964553356,-8.31613718444403,M,Other,Greater than 45,Female
0.9921066761016846,0.00789339654147625,1.9048141909934946,M,Hispanic,25 - 45,Male
0.9920845031738281,0.007915480062365532,-3.0863171164143126,M,Asian,Greater than 45,Female
0.9925523996353149,0.007447583135217428,-2.465180289637919,M,Asian,Greater than 45,Female
0.9924660921096802,0.007533883675932884,1.5358153803375254,M,Other,Greater than 45,Female
0.9923305511474609,0.007669419050216675,-14.972467092202999,M,Native American,Greater than 45,Female
0.9920687675476074,0.007931241765618324,-3.3393324836901135,F,African-American,Greater than 45,Female
0.9924431443214417,0.007556825876235962,-4.8246720287131994,M,Asian,Greater than 45,Female
0.9922536015510559,0.007746371906250715,-0.8262852259086708,M,Other,Greater than 45,Female
0.9922795295715332,0.007720517460256815,-10.323093149720863,F,African-American,Greater than 45,Male
0.9923819899559021,0.007617961149662733,-3.777558202798545,M,Asian,25 - 45,Female
0.9922016859054565,0.0077982996590435505,-13.827976930983604,F,Hispanic,Greater than 45,Male
0.9921377301216125,0.00786228384822607,-1.3313228590755872,M,African-American,Greater than 45,Female
0.9921587705612183,0.00784121174365282,-7.74688612408174,M,Hispanic,Less than 25,Female
0.9921742677688599,0.007825715467333794,-9.65426380969567,F,Asian,Greater than 45,Female
0.9929874539375305,0.007012602407485247,-6.370274016320749,M,Other,Greater than 45,Female
0.9922161102294922,0.007783812936395407,10.570330105383292,F,Asian,Greater than 45,Female
0.9923980832099915,0.007601879071444273,-6.5431880044152955,M,Other,25 - 45,Female
0.9921934008598328,0.007806628011167049,-3.1877943181670245,M,Asian,Greater than 45,Male
0.9922961592674255,0.0077037932351231575,-9.555496272541628,F,African-American,25 - 45,Male
0.9923158884048462,0.007684105541557074,-6.235009140969391,M,Other,Greater than 45,Male
0.9921985268592834,0.007801421452313662,-3.8498022423226,F,African-American,Greater than 45,Female
0.9921733140945435,0.007826752960681915,-7.1918604515637785,F,Asian,Greater than 45,Male
0.9922616481781006,0.007738360669463873,-10.347288272235215,M,African-American,Less than 25,Female
0.992265522480011,0.007734454702585936,5.510021230125207,M,Other,Greater than 45,Female
0.9931332468986511,0.006866732612252235,-10.167965953128041,F,Asian,Greater than 45,Female
0.9925407767295837,0.007459231186658144,-15.525993254510773,F,Hispanic,Greater than 45,Male
0.9922484159469604,0.007751600816845894,-7.974245439320843,F,African-American,Greater than 45,Female
0.9921503067016602,0.007849744521081448,-11.365386580043976,F,Caucasian,Greater than 45,Female
0.9926061630249023,0.007393839303404093,-13.798165261343614,M,African-American,Greater than 45,Female
0.9920777678489685,0.00792221911251545,0.8279243103593407,F,Hispanic,Greater than 45,Female
0.9923077821731567,0.007692151702940464,1.4001848498144274,M,Caucasian,Greater than 45,Female
0.9922947883605957,0.007705211639404297,-17.39382497010433,M,Asian,Greater than 45,Female
0.9923560619354248,0.0076439715921878815,-6.335444171810099,M,Asian,Greater than 45,Male
0.9923261404037476,0.007673932239413261,2.7275187902630416,M,African-American,25 - 45,Female
0.9921513795852661,0.007848660461604595,-0.7101958980036871,M,Asian,Greater than 45,Male
0.9921804666519165,0.007819557562470436,-7.651142137976733,F,Other,Greater than 45,Female
0.9930477738380432,0.0069522736594080925,-5.660549959516582,F,Other,Greater than 45,Male
0.9921042919158936,0.007895734161138535,3.4367151307836497,M,Other,25 - 45,Female
0.9921305775642395,0.007869466207921505,5.296523658950782,F,Asian,Greater than 45,Female
0.9924512505531311,0.007548766676336527,6.260959094731053,M,Hispanic,Greater than 45,Female
0.9925083518028259,0.00749169522896409,-0.9093414031888074,F,Asian,Greater than 45,Female
0.9921160340309143,0.00788396131247282,4.069099207405891,M,Hispanic,Greater than 45,Female
0.9922616481781006,0.007738320156931877,-8.536964301820323,M,Hispanic,Greater than 45,Male
0.9921635389328003,0.00783648993819952,1.3686863574384147,F,Asian,25 - 45,Male
0.9922494888305664,0.007750577758997679,-18.708899790355673,M,Hispanic,Greater than 45,Male
0.9924214482307434,0.007578597404062748,-7.9185335940623025,M,Hispanic,25 - 45,Female
0.9925193786621094,0.007480669766664505,-1.1167345851564765,F,Other,Greater than 45,Male
0.9922093152999878,0.0077906218357384205,-14.17771054500963,M,Caucasian,Greater than 45,Female
0.9923102855682373,0.007689765654504299,1.1016516704892683,F,Asian,Greater than 45,Female
0.9922102689743042,0.007789670955389738,-11.911515261855278,M,African-American,25 - 45,Female
0.9922627210617065,0.007737306412309408,2.2635181603426306,M,Asian,Greater than 45,Male
0.992184579372406,0.007815426215529442,-3.181024831426361,M,Other,Greater than 45,Female
0.9922112226486206,0.007788768038153648,-2.628961910630699,F,Asian,25 - 45,Female
0.992425799369812,0.007574229966849089,-7.068619135167284,M,Hispanic,Greater than 45,Female
0.9924138188362122,0.0075862109661102295,-3.5781048364338686,M,Caucasian,Less than 25,Male
0.9921815395355225,0.007818433456122875,-6.416212236784719,F,Hispanic,Less than 25,Female
0.9924241304397583,0.007575896568596363,-1.517884602185001,M,Asian,Greater than 45,Female
0.9922243356704712,0.007775671314448118,4.319928839268261,M,Asian,Greater than 45,Female
0.9924281239509583,0.007571835536509752,-8.444583441898313,M,Other,Greater than 45,Female
0.9921403527259827,0.007859700359404087,6.39834657048548,M,Asian,Greater than 45,Female
0.9924129843711853,0.007586961146444082,-1.926500714628245,F,Other,Greater than 45,Male
0.99216628074646,0.007833732292056084,-9.225847687294465,M,Other,Greater than 45,Female
0.9921437501907349,0.007856283336877823,-15.530811767232217,F,Hispanic,25 - 45,Male
0.9924010038375854,0.007598969154059887,-13.637413815419535,F,Caucasian,Less than 25,Female
0.9922404289245605,0.007759540807455778,-9.527451768399256,M,Other,25 - 45,Male
0.9922130703926086,0.00778694823384285,8.158262291430747,F,Asian,Greater than 45,Male
0.9921833872795105,0.007816643454134464,4.706293485372793,F,Hispanic,25 - 45,Female
0.9924070239067078,0.00759301008656621,-6.642742856154888,M,African-American,Greater than 45,Female
0.9923418760299683,0.007658141665160656,2.722680274219481,M,Other,25 - 45,Female
0.992188572883606,0.007811438292264938,-9.921828637376441,F,African-American,Greater than 45,Female
0.9921150803565979,0.00788487121462822,-2.8702905605319815,M,Hispanic,Greater than 45,Female
0.9920891523361206,0.00791088305413723,-5.728148906742035,M,Other,25 - 45,Female
0.992345929145813,0.007654014974832535,-9.956581947812625,M,Asian,Less than 25,Female
0.9922295212745667,0.007770526222884655,-7.3051879799753205,F,Other,25 - 45,Male
0.992522656917572,0.007477327715605497,-13.874430931884334,M,Hispanic,25 - 45,Male
0.9922561645507812,0.0077438619919121265,5.458953187542572,M,Asian,Less than 25,Male
0.9921332001686096,0.007866831496357918,-15.334261596073754,F,Caucasian,Greater than 45,Female
0.9922671914100647,0.007732801139354706,-5.905666265987508,F,Caucasian,Greater than 45,Male
0.9922349452972412,0.007765101734548807,-19.144985582173064,F,Asian,25 - 45,Female
0.9924771189689636,0.007522893138229847,-5.338938503806598,M,Asian,Greater than 45,Male
0.9924834370613098,0.007516529876738787,-1.3472307574748559,M,Hispanic,Greater than 45,Female
0.9920740127563477,0.007925978861749172,-3.802799628868391,M,Asian,Greater than 45,Female
0.9925974607467651,0.0074025727808475494,-2.9730535465446315,M,Asian,25 - 45,Female
0.9921746850013733,0.007825286127626896,-3.0764588238338186,F,Other,25 - 45,Female
0.9921154379844666,0.007884512655436993,-26.72406429805012,M,Asian,25 - 45,Female
0.992143988609314,0.007856075651943684,-11.293670820889924,F,Asian,Greater than 45,Female
0.992337167263031,0.007662791758775711,7.583659679755311,M,Other,25 - 45,Female
0.9931479096412659,0.0068520368076860905,3.823402805074037,M,Other,Greater than 45,Male
0.9927130341529846,0.00728688994422555,-13.070414755095022,M,Native American,Greater than 45,Male
0.9921157956123352,0.007884184829890728,3.509685505093759,M,Asian,25 - 45,Female
0.9923381209373474,0.007661951705813408,-2.080024423810739,M,Caucasian,Greater than 45,Female
0.9920570254325867,0.00794297456741333,-3.9207445900850715,M,Asian,25 - 45,Female
0.9926449060440063,0.007355028763413429,-14.735229355402328,F,Asian,Greater than 45,Female
0.9923863410949707,0.007613636553287506,-16.997481239032666,M,Other,Greater than 45,Female
0.9921872615814209,0.007812746800482273,0.6359013054845309,M,Other,Greater than 45,Female
0.9922820925712585,0.0077179498039186,-7.138099002975883,M,Caucasian,Greater than 45,Female
0.9921241402626038,0.007875913754105568,-2.144284712218369,M,Caucasian,Greater than 45,Female
0.992174506187439,0.007825508713722229,-8.090161858520078,F,African-American,Greater than 45,Female
0.9921830296516418,0.007816917262971401,8.413710324976218,M,Asian,Greater than 45,Male
0.993283748626709,0.006716299802064896,-6.329455884116627,M,Other,Greater than 45,Male
0.9923417568206787,0.00765828276053071,-15.577614416348654,F,Hispanic,Greater than 45,Male
0.9922698736190796,0.007730130571871996,13.365454446747826,M,Hispanic,Greater than 45,Female
0.9922119379043579,0.007788093760609627,-9.028824630867636,M,Asian,Greater than 45,Male
0.9924665093421936,0.007533420342952013,-11.292508048004086,M,Asian,Greater than 45,Female
0.9921631217002869,0.007836920209228992,-9.053150636510837,F,Asian,25 - 45,Female
0.9923851490020752,0.007614880334585905,-2.9816604512328135,F,Hispanic,25 - 45,Female
0.9925714135169983,0.007428597658872604,-13.997042407438412,M,African-American,Greater than 45,Male
0.9920464754104614,0.00795350968837738,-6.0853343198852095,M,Other,Greater than 45,Female
0.9923626184463501,0.007637413218617439,-10.345612561695058,M,Other,Greater than 45,Female
0.9922652244567871,0.007734810002148151,-18.005894479208514,F,Hispanic,Greater than 45,Female
0.9925915002822876,0.00740851042792201,11.629387034091817,M,Asian,Greater than 45,Female
0.9921791553497314,0.00782084185630083,-1.8332059996039967,M,Caucasian,Greater than 45,Female
0.9927799105644226,0.007220058236271143,-5.47022125462867,M,Other,Greater than 45,Male
0.9924736022949219,0.00752644008025527,9.180485272151468,M,Asian,Greater than 45,Male
0.9924184083938599,0.0075815776363015175,-5.5923823646606285,M,Other,Greater than 45,Male
0.9922519326210022,0.007748091593384743,-12.88860057984285,F,Asian,Greater than 45,Male
0.9923322200775146,0.007667834404855967,3.72858105700628,F,Hispanic,Greater than 45,Female
0.9923052191734314,0.007694721687585115,-19.31501753774839,F,Asian,Greater than 45,Female
0.9921525120735168,0.007847515866160393,6.7266629183341,M,Hispanic,Greater than 45,Female
0.9921014904975891,0.007898490875959396,-8.792335169102813,M,Hispanic,25 - 45,Female
0.9922624826431274,0.007737555541098118,-0.1996307539865354,M,Asian,Greater than 45,Female
0.9923061728477478,0.007693841587752104,-22.039692465562233,F,African-American,25 - 45,Female
0.9923020601272583,0.00769790867343545,5.643016059805333,F,Asian,25 - 45,Female
0.9923012256622314,0.007698793895542622,-8.932357945506178,M,Other,Greater than 45,Female
0.9921294450759888,0.007870594039559364,-3.4553145910273035,M,Caucasian,Less than 25,Male
0.9923202395439148,0.007679735776036978,-15.04732857938889,M,African-American,25 - 45,Female
0.992249608039856,0.007750393822789192,4.620539740176909,M,Asian,Greater than 45,Female
0.992557168006897,0.00744277611374855,-13.562182754175131,F,Asian,Less than 25,Female
0.992220938205719,0.007779086008667946,11.862075655735245,F,Other,Greater than 45,Female
0.9922782182693481,0.0077217514626681805,-17.92511333904773,M,Other,Greater than 45,Male
0.9922313690185547,0.007768589071929455,-2.5368453275138565,F,African-American,25 - 45,Female
0.9922890067100525,0.007710933685302734,-12.001314492922093,F,Other,Greater than 45,Female
0.9921582937240601,0.007841719314455986,-15.186070462922512,M,Native American,Greater than 45,Female
0.992132842540741,0.007867188192903996,5.934573789298244,M,Asian,Greater than 45,Female
0.9921157956123352,0.00788418110460043,-5.314934784111219,F,Caucasian,Greater than 45,Female
0.9922502040863037,0.007749869953840971,5.919437024986864,M,Hispanic,Greater than 45,Male
0.9922664761543274,0.007733521983027458,-5.557789501919467,F,Asian,Greater than 45,Male
0.9932321310043335,0.0067679304629564285,-8.769327290061291,M,Asian,25 - 45,Male
0.9925693869590759,0.007430640980601311,-5.917765092923432,M,Asian,Greater than 45,Male
0.9922584891319275,0.007741476874798536,4.500809415260826,M,Other,Greater than 45,Female
0.9926080703735352,0.0073920064605772495,-12.432431169204694,M,Asian,Greater than 45,Female
0.9921374917030334,0.007862444035708904,-26.45959040449062,F,African-American,25 - 45,Male
0.9921544194221497,0.007845638319849968,6.919486270479724,M,Asian,Less than 25,Female
0.992424488067627,0.007575480733066797,-4.818822378035115,M,Asian,25 - 45,Male
0.9933515191078186,0.006648452021181583,-7.102871721995447,M,Asian,Greater than 45,Female
0.9922510981559753,0.007748860865831375,2.6435429171777436,M,Asian,Greater than 45,Female
0.9922086000442505,0.007791381329298019,0.2546270943325917,M,Other,Greater than 45,Female
0.9921939373016357,0.007806048262864351,-1.642594266764312,F,Hispanic,25 - 45,Female
0.9923490285873413,0.007651002611964941,-15.925184722460573,F,Asian,Less than 25,Male
0.9921992421150208,0.007800817023962736,-6.917040327109985,F,Native American,Greater than 45,Female
0.9924967288970947,0.007503301836550236,11.98366888749502,M,Other,Greater than 45,Female
0.9922965168952942,0.007703479845076799,-7.673403223291648,F,African-American,25 - 45,Female
0.9922345876693726,0.007765436079353094,12.03770774366656,M,Other,Greater than 45,Female
0.9923561811447144,0.0076437899842858315,-0.6413123245649195,M,Caucasian,Greater than 45,Male
0.992160975933075,0.007838970050215721,-6.093113827918389,M,Other,Greater than 45,Male
0.9919890761375427,0.008010955527424812,-13.147986377192375,M,Hispanic,Greater than 45,Female
0.9923787117004395,0.0076212496496737,-12.267965348526882,F,Hispanic,Greater than 45,Male
0.9922206997871399,0.0077793290838599205,-11.93810460419927,M,Other,Greater than 45,Male
0.9923306703567505,0.007669306825846434,-20.326950975769922,M,Hispanic,25 - 45,Male
0.9920663833618164,0.007933625020086765,-9.272718107214471,M,Asian,Greater than 45,Male
0.9921233057975769,0.007876639254391193,3.6096333021180875,M,Asian,Greater than 45,Female
0.992243230342865,0.007756785023957491,-4.628845784136292,F,Native American,Greater than 45,Male
0.992262601852417,0.007737357169389725,-12.01869520976462,F,Asian,25 - 45,Male
0.9923464059829712,0.007653569336980581,-4.935836644203686,F,Hispanic,Greater than 45,Male
0.992548942565918,0.007450995501130819,7.091319386222637,M,Other,Greater than 45,Female
0.9927588701248169,0.007241143379360437,6.943430339756135,M,Other,Greater than 45,Female
0.9924350380897522,0.00756490183994174,-5.497849096023122,M,Caucasian,Greater than 45,Male
0.9920687675476074,0.007931199856102467,-12.09064360996736,M,Asian,Greater than 45,Male
0.9924920201301575,0.007507957983762026,-4.686532370618324,M,Caucasian,Greater than 45,Female
0.9920822381973267,0.007917753420770168,1.7604688747433488,F,African-American,25 - 45,Female
0.9921824336051941,0.007817568257451057,-8.569685416372351,F,Other,25 - 45,Female
0.9922729730606079,0.007727107033133507,3.4897922552607104,F,Asian,Greater than 45,Female
0.9921894073486328,0.007810572627931833,-9.875936637184008,M,Other,25 - 45,Female
0.9921323657035828,0.007867678999900818,4.356009173346077,M,Hispanic,Greater than 45,Female
0.992602527141571,0.007397479843348265,-11.393426099910934,F,Hispanic,25 - 45,Male
0.992442786693573,0.007557143922895193,-12.659006970170285,F,Other,Greater than 45,Male
0.9921739101409912,0.007826108485460281,6.303535407155468,M,Hispanic,Less than 25,Female
0.9922285676002502,0.007771431002765894,1.2404145172702208,M,Asian,25 - 45,Female
0.9923101663589478,0.007689830847084522,-15.229240565372383,M,African-American,Greater than 45,Female
0.9920048117637634,0.007995138876140118,-8.810633140368601,F,Asian,Greater than 45,Male
0.9920982122421265,0.007901839911937714,-2.3740016391848004,M,Asian,Greater than 45,Female
0.9922155737876892,0.007784390822052956,-4.689451968159304,F,Asian,Greater than 45,Female
0.9922468662261963,0.007753151934593916,2.0188423946753327,F,Asian,Greater than 45,Female
0.9930559992790222,0.00694406870752573,-10.040603862010132,F,Caucasian,25 - 45,Female
0.992172122001648,0.007827826775610447,-12.04159032988094,M,Asian,Greater than 45,Female
0.9926436543464661,0.0073564257472753525,-14.701206239979152,M,Other,Greater than 45,Female
0.9925745725631714,0.007425373885780573,5.982599558366538,F,Other,Greater than 45,Female
0.9922018051147461,0.00779813714325428,8.466610560972624,M,Asian,Greater than 45,Female
0.9928719401359558,0.007128067314624786,-11.510396975363385,F,Asian,25 - 45,Female
0.9920263886451721,0.007973633706569672,-12.096044259615676,M,Asian,25 - 45,Female
0.9922879934310913,0.007711984682828188,-0.06956693385364754,M,Other,25 - 45,Female
0.9921349287033081,0.00786509644240141,-14.018646300079604,F,Hispanic,Greater than 45,Male
0.9923047423362732,0.007695239502936602,-4.904156179635595,M,Asian,Greater than 45,Female
0.9923008680343628,0.007699088659137487,15.1478459207654,F,Asian,Greater than 45,Male
0.9921994805335999,0.0078005436807870865,-0.5423302215303638,F,Hispanic,Greater than 45,Female
0.9923741221427917,0.007625867612659931,5.759966759456736,F,African-American,Greater than 45,Female
0.992216944694519,0.007783024571835995,-4.073246939612965,F,Asian,Greater than 45,Female
0.9924789667129517,0.007520966697484255,1.7674693015420766,M,Caucasian,Greater than 45,Female
0.9923120141029358,0.00768792349845171,10.819907307602811,M,Asian,Greater than 45,Female
0.9924505352973938,0.007549491710960865,-3.932337299673714,M,Other,25 - 45,Female
0.992388904094696,0.007611035834997892,-12.030789807405808,M,Other,Greater than 45,Female
0.9924494028091431,0.0075506605207920074,8.848809135351788,M,Hispanic,Greater than 45,Male
0.9923163652420044,0.007683632895350456,-8.832153428342298,F,Other,Greater than 45,Female
0.9922743439674377,0.00772560341283679,-9.132407025859013,F,Caucasian,Greater than 45,Male
0.9923211932182312,0.007678868714720011,5.915360903159005,M,Asian,Greater than 45,Male
0.9923376441001892,0.007662349380552769,-2.6906850984134825,M,Hispanic,Greater than 45,Female
0.9922134280204773,0.007786546368151903,-1.9758324783880976,M,Asian,Greater than 45,Female
0.9923530220985413,0.00764705752953887,-5.214862434197881,M,Asian,Greater than 45,Male
0.99236661195755,0.007633398286998272,-7.349620167021495,F,Asian,Greater than 45,Male
0.992021381855011,0.00797868613153696,-4.716552120734918,F,Asian,Greater than 45,Male
0.9924282431602478,0.007571796886622906,-7.681460001621894,M,African-American,Greater than 45,Male
0.9923219084739685,0.0076780980452895164,-14.17898020373634,M,Asian,Greater than 45,Female
0.9921979308128357,0.007802033796906471,7.218927379354942,M,African-American,Greater than 45,Female
0.9922860860824585,0.007713955827057362,-11.903361510243187,M,Other,Greater than 45,Female
0.9922921657562256,0.00770786264911294,6.957367343959318,F,Asian,25 - 45,Female
0.9922437071800232,0.007756263017654419,-19.710329607901556,M,Caucasian,25 - 45,Female
0.9921004176139832,0.007899506948888302,-8.161945976700576,M,Other,Greater than 45,Male
0.9921869039535522,0.00781307928264141,1.8767916667602937,F,Other,Greater than 45,Female
0.9930236339569092,0.006976353470236063,1.8674032354459,M,Asian,25 - 45,Female
0.9921202659606934,0.007879703305661678,-21.58083015938103,F,Asian,Less than 25,Male
0.9921350479125977,0.007864940911531448,4.200444717544562,F,Asian,Greater than 45,Female
0.9922187328338623,0.007781298831105232,-7.805303978014174,M,Other,Greater than 45,Male
0.992201566696167,0.00779845891520381,-9.38859351730729,F,Hispanic,Greater than 45,Female
