,Age,fnlwgt,Education-Num,Capital Gain,Capital Loss,Hours per week,Workclass,Education,Martial Status,Occupation,Relationship,Race,Sex,Country,preds
65,51.50716574575795,193626.18815915223,8.96074081314705,-0.2926534276628123,-2.2296147174960845,37.76834211428208,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,Peru,0.0
66,45.513054034002195,324865.32218701235,8.973983391222578,-13.57356492794444,0.05955266717471687,36.03980707855856,Private,Bachelors,Separated,Handlers-cleaners,Not-in-family,White,Female,United-States,0.0
67,42.94915275747354,132749.059533946,12.94424451072486,63.76955686111858,-1.947915845287657,30.81564666695178,Private,Assoc-voc,Divorced,Machine-op-inspct,Husband,White,Male,Trinadad&Tobago,0.0
68,19.579038188376934,121118.44153387884,11.927371005643923,-39.00030790920149,-3.8409612915398714,44.97018413983091,Private,10th,Never-married,Sales,Wife,Black,Male,Philippines,0.0
69,21.403098592501685,116285.35552983213,5.812615384738448,-73.76719294001799,-3.827214976514014,40.10268213086897,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,0.0
70,21.445489440442753,290380.6934453507,14.032080190108436,126.0717949328688,-0.812490310271143,47.66782975425924,Local-gov,HS-grad,Divorced,Exec-managerial,Husband,White,Male,Vietnam,0.0
71,31.837136763260002,60971.67895820118,14.014990381514012,35.42988631199813,-1.0983339495801547,13.71456492495562,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,El-Salvador,0.0
72,30.514353399502163,102371.7743072606,8.956811834881968,-67.98053461398676,1285.152998165616,50.132630137543835,Private,12th,Never-married,Craft-repair,Husband,White,Male,United-States,0.0
73,30.001680167477158,277881.1295187664,9.001236923413106,-25.805847460884387,-4.532736347592714,44.81659195950016,Private,7th-8th,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,United-States,0.0
74,21.5248899482455,211879.11233171006,8.991310949991476,2.0366145141376446,1573.2297900783406,49.94970498173699,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Female,United-States,0.0
75,34.3150189541589,29032.87958721051,8.99287340615554,-1.1860167945009539,-2.9955366326773043,46.7476491255969,Self-emp-not-inc,Some-college,Never-married,Other-service,Husband,Black,Female,United-States,0.0
76,40.24798831494646,88750.15087971353,9.000834673935627,-20.49951443498546,-3.1795703974612097,47.72992635295013,Private,Assoc-acdm,Widowed,Farming-fishing,Husband,White,Male,Mexico,0.0
77,28.673616202936213,249709.71295955486,12.958065536957516,51.914045294217956,1.4294325568594646,50.723216864924865,Private,Some-college,Divorced,Other-service,Own-child,White,Female,Italy,0.0
78,50.939797036604986,163144.85142669105,13.070226986074697,-15.30771325884635,-0.8079759523659968,24.406985745281837,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,United-States,0.0
79,23.306063483639115,221579.26271345557,8.94329831767425,-17.499302832353635,-2.712711861559836,35.41203785698764,Self-emp-not-inc,Some-college,Widowed,Machine-op-inspct,Unmarried,White,Male,Taiwan,0.0
80,20.984558315334127,107707.83154222668,10.035445284334534,4.082339694151739,-2.517355982838601,40.07801737579952,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0.0
81,27.718358662434728,89883.00183523951,9.027250188353253,4.5402111420320335,-2.2350343477961103,39.91487148258098,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,United-States,0.0
82,60.534651304154096,127159.0984350456,12.964117612078443,29.59268540686372,-4.946620098023455,50.10116268183583,Private,Assoc-voc,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,China,0.0
83,39.260058059742754,111228.86812321287,5.2014900570017994,-30.09217686134925,-3.680002452356675,45.35377007080213,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Male,United-States,0.0
84,75.23961502149216,405021.07047370437,8.933888448258697,-63.04715870908525,-4.35328917209617,49.68615368901935,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,Philippines,0.0
85,61.98862362076425,126032.3176045585,9.92757662685199,45.42546177089485,-0.11297552708549151,50.03269250643858,State-gov,Some-college,Never-married,Craft-repair,Own-child,White,Female,Puerto-Rico,0.0
86,55.47659232090088,322910.22895069316,10.944836483175116,17.31412631201604,-3.005174244552008,90.33987132228219,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,England,0.0
87,29.348745234972558,121027.88388680574,13.064091838448611,-0.7037132411968423,-5.233124944233139,40.083345868137144,Private,11th,Separated,Protective-serv,Not-in-family,White,Female,United-States,0.0
88,44.523453653244545,128876.17042865901,8.963622645018072,40.16409321783798,-2.2525544938343662,40.01543361300647,Private,Assoc-acdm,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,United-States,0.0
89,25.30009869200302,208771.63789068587,11.008203057924073,-64.83907153896651,-2.963921018771361,35.04965841410769,Private,Assoc-voc,Separated,Adm-clerical,Not-in-family,White,Male,United-States,0.0
90,25.655505128605082,284138.56433711405,15.682190293766745,-76.5800196632931,-6.229410122505022,21.49313343737828,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,Dominican-Republic,0.0
91,33.10135207559413,112922.6688638594,13.10028288923546,-81.72584144743325,-7.957215830119151,33.62051749371707,Self-emp-inc,Some-college,Divorced,Tech-support,Own-child,White,Male,United-States,0.0
92,42.57264221026951,216346.8086840303,12.872382498564553,3779.8238191210694,-1.8079500535570001,50.08946619159977,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,Haiti,0.0
93,18.056643923820896,99361.51924114558,8.992981659474914,74.0143245912964,0.8713343503084495,50.521757207179945,Federal-gov,HS-grad,Widowed,Handlers-cleaners,Husband,White,Female,Mexico,0.0
94,44.876370809388796,104225.58064731002,10.074624632430934,-21.58392791041548,-2.2621885872749794,29.643661150444384,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States,0.0
95,36.50131224203369,192664.24807683504,6.542725643310231,-103.1428234603057,-8.519422688079642,40.23701682754364,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States,0.0
96,47.85750296008842,83941.63842472107,4.158179999208933,-74.07463841162344,-3.198178360533642,15.725904884391113,State-gov,Some-college,Never-married,Prof-specialty,Husband,White,Male,United-States,0.0
97,27.245114792224204,85322.51044552276,14.017190023781774,-12.114858547840672,-3.7131829415661577,37.39331670468135,Private,Some-college,Never-married,Sales,Other-relative,White,Male,United-States,0.0
98,40.02123640527127,288835.0066381636,8.994843290858121,-0.9292408285980309,-0.9546609701181121,50.06006991965318,Private,12th,Never-married,Sales,Husband,White,Male,United-States,0.0
99,61.031514962062175,43417.8344623205,9.968277819549424,27.981443983316897,-5.305111277863084,50.320252830276914,Self-emp-not-inc,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,United-States,0.0
