priors_count,c_charge_degree,age_cat,sex,race,preds
1.5611686277790533,F,Greater than 45,Male,Hispanic,0.0
1.6130489684661522,F,25 - 45,Male,African-American,0.0
1.2888264770199402,M,Less than 25,Male,African-American,0.0
-0.7492676086945768,F,Greater than 45,Female,Hispanic,0.0
1.867670803620127,M,Greater than 45,Female,African-American,0.0
0.6635195206113748,F,Less than 25,Female,African-American,0.0
-0.07011378010269748,F,Less than 25,Female,African-American,0.0
1.0500745705986227,F,25 - 45,Male,African-American,0.0
0.32901393762471437,F,25 - 45,Male,African-American,0.0
4.570247578586896,M,Greater than 45,Male,Asian,0.0
-0.2802829803775575,F,25 - 45,Male,African-American,0.0
3.1314752869377216,M,25 - 45,Male,African-American,0.0
1.1036733340445744,F,Less than 25,Female,Hispanic,0.0
-0.40344041091581456,F,25 - 45,Male,African-American,0.0
1.2710121902704228,F,Less than 25,Male,Hispanic,0.0
0.2147236013058666,F,Less than 25,Male,African-American,0.0
-0.3873795318540762,F,25 - 45,Male,Caucasian,0.0
0.7924523807211988,F,Less than 25,Male,African-American,0.0
-0.9460313787694863,F,Less than 25,Male,Native American,0.0
-1.2242223455087884,F,Less than 25,Male,African-American,0.0
-1.319908414316084,F,Less than 25,Male,Hispanic,0.0
-0.2793224059690067,M,Greater than 45,Female,African-American,0.0
1.5094342529553102,M,25 - 45,Female,Other,0.0
0.4451762486707299,F,25 - 45,Male,Hispanic,0.0
1.9497766355304469,F,Less than 25,Male,African-American,0.0
-1.8027798094428626,F,Less than 25,Male,Hispanic,0.0
0.034467799380361264,F,Less than 25,Male,African-American,0.0
-0.6889503750952537,M,Greater than 45,Male,Hispanic,0.0
0.004463512767347417,F,Greater than 45,Female,Caucasian,0.0
-0.2192146999211099,F,25 - 45,Female,Caucasian,0.0
-0.8833349685103271,F,Greater than 45,Female,Other,0.0
4.108850117566124,F,Less than 25,Male,Native American,0.0
-0.38047335385752873,F,Less than 25,Male,African-American,0.0
-0.5888510617260474,F,25 - 45,Male,Other,0.0
3.9853364775810443,F,Greater than 45,Male,Caucasian,0.0
0.06550654357930008,F,Less than 25,Female,Other,0.0
-0.030139636471557818,F,Greater than 45,Male,African-American,0.0
3.51447811421478,F,Less than 25,Female,African-American,0.0
3.1744587823613992,F,25 - 45,Female,African-American,0.0
2.7565377116310907,F,Less than 25,Male,African-American,0.0
-1.1293974861970235,F,Less than 25,Male,African-American,0.0
-0.8089908574499333,F,Less than 25,Male,African-American,0.0
14.172853253661247,M,Less than 25,Male,African-American,0.0
0.5997398604353461,M,Less than 25,Male,Caucasian,0.0
2.198842000913937,F,Less than 25,Female,Other,0.0
1.330677228873104,F,25 - 45,Male,African-American,0.0
-0.3663984694121038,F,25 - 45,Male,Other,0.0
1.3079624102853058,F,Less than 25,Male,African-American,0.0
0.4507814998411662,F,Less than 25,Male,African-American,0.0
0.20573496303814118,F,Less than 25,Male,African-American,0.0
-0.5004523520664672,F,Less than 25,Male,African-American,0.0
2.4480087530397467,F,25 - 45,Female,African-American,0.0
8.749176298294355,F,Greater than 45,Male,African-American,0.0
0.2589049584823788,M,Less than 25,Female,Caucasian,0.0
0.11532211812930916,F,25 - 45,Male,Caucasian,0.0
0.5744894325279861,F,Less than 25,Female,Caucasian,0.0
0.6626945267902368,M,Less than 25,Male,Caucasian,0.0
0.7750571728297818,F,Less than 25,Male,African-American,0.0
4.77745376515961,F,25 - 45,Male,African-American,0.0
-0.2299810914894982,F,Less than 25,Female,African-American,0.0
-0.020235607625992434,F,Less than 25,Male,Hispanic,0.0
-0.09414984491361267,F,Greater than 45,Male,Caucasian,0.0
5.946718214185575,F,Greater than 45,Male,African-American,0.0
0.47557444462761866,M,25 - 45,Male,African-American,0.0
21.302720609748626,F,25 - 45,Male,African-American,0.0
2.504448083501088,F,25 - 45,Female,Caucasian,0.0
1.8449011283204477,F,25 - 45,Male,Hispanic,0.0
1.1706390425340998,F,Less than 25,Male,African-American,0.0
3.5929456354357985,F,Less than 25,Male,African-American,0.0
0.09982031912221911,F,25 - 45,Male,African-American,0.0
0.38932236605785164,F,Less than 25,Male,African-American,0.0
0.4267451654410167,F,Less than 25,Male,African-American,0.0
5.3263005234239245,F,Greater than 45,Male,African-American,0.0
-0.8348846445745739,M,25 - 45,Male,Caucasian,0.0
1.2646524632876568,F,25 - 45,Male,African-American,0.0
0.43641380549434694,F,Less than 25,Male,African-American,0.0
-0.18161969722585858,F,Less than 25,Male,African-American,0.0
6.811611076185006,F,25 - 45,Male,Native American,0.0
-0.8566854921353815,F,Less than 25,Male,African-American,0.0
1.4410117890953955,M,25 - 45,Male,Caucasian,0.0
-1.2131233012290865,F,Less than 25,Male,African-American,0.0
0.42176865946173614,F,Less than 25,Male,Caucasian,0.0
1.6386656182447488,F,Less than 25,Male,Hispanic,0.0
-0.7448743559882265,F,Less than 25,Male,African-American,0.0
0.888419723607988,F,Greater than 45,Male,African-American,0.0
1.3700863475484837,F,Less than 25,Male,African-American,0.0
-0.4984541623131992,F,Less than 25,Male,Caucasian,0.0
0.11543937091150103,F,Less than 25,Male,African-American,0.0
-0.03642067418740358,F,25 - 45,Male,African-American,0.0
-0.22908443845357263,M,Less than 25,Female,Hispanic,0.0
19.487874206461,F,Greater than 45,Male,African-American,0.0
-0.6062874894594819,F,Less than 25,Female,African-American,0.0
-0.8067614531369358,F,25 - 45,Male,Caucasian,0.0
0.4945255123366815,F,Less than 25,Male,African-American,0.0
-0.04122042437661211,F,Less than 25,Male,African-American,0.0
-0.11192188407507908,F,Less than 25,Male,African-American,0.0
0.18116873668819933,F,25 - 45,Male,Caucasian,0.0
1.7535589178587407,F,Greater than 45,Male,Native American,0.0
-1.7948225894674539,F,25 - 45,Male,African-American,0.0
0.16842285873777518,F,Less than 25,Female,African-American,0.0
-3.5355540231496434,F,25 - 45,Female,Caucasian,0.0
0.6559911475204823,F,25 - 45,Female,African-American,0.0
0.4986220825059051,F,Less than 25,Male,Caucasian,0.0
19.62937269600523,M,Less than 25,Male,African-American,0.0
-0.7340078998167014,F,25 - 45,Male,Caucasian,0.0
2.5392920041297873,F,Less than 25,Female,African-American,0.0
1.7725827517125845,F,Less than 25,Male,African-American,0.0
1.471686590537388,F,Less than 25,Male,Caucasian,0.0
6.126117879281874,F,25 - 45,Male,Caucasian,0.0
-0.9217322056336882,F,25 - 45,Female,African-American,0.0
-0.8944521583665082,F,25 - 45,Male,African-American,0.0
2.7293826034031867,M,25 - 45,Male,African-American,0.0
1.8516022008848418,F,Less than 25,Male,African-American,0.0
-1.2131604097503548,M,25 - 45,Male,Hispanic,0.0
1.739249859009923,F,Less than 25,Male,Caucasian,0.0
0.2853242811667736,F,Greater than 45,Female,African-American,0.0
0.3884372804011691,F,Greater than 45,Female,African-American,0.0
-0.8453276950493276,F,25 - 45,Male,Caucasian,0.0
-1.7232790192414829,F,Less than 25,Female,African-American,0.0
-0.9785655694511108,M,Less than 25,Male,Asian,0.0
-0.33731077864421305,M,25 - 45,Female,Caucasian,0.0
2.6367265569812997,F,Greater than 45,Male,African-American,0.0
18.972844348452238,F,25 - 45,Female,African-American,0.0
3.3802158401663704,M,Less than 25,Male,African-American,0.0
-0.3128881040404631,F,Less than 25,Male,Caucasian,0.0
0.3918435276914346,M,25 - 45,Male,African-American,0.0
7.441712008709299,F,Less than 25,Male,African-American,0.0
1.0095805302253353,F,25 - 45,Male,Caucasian,0.0
-0.5560040395298554,F,Less than 25,Male,Other,0.0
1.986765003656917,M,25 - 45,Male,African-American,0.0
1.0674252155279365,F,25 - 45,Male,African-American,0.0
1.2710409514178262,F,Less than 25,Male,African-American,0.0
1.6953139152380716,M,25 - 45,Male,Caucasian,0.0
-0.9812580394172441,M,Less than 25,Male,African-American,0.0
1.526196170609103,F,Greater than 45,Male,African-American,0.0
1.058891134307225,F,Less than 25,Male,African-American,0.0
5.466428105749534,F,Less than 25,Male,African-American,0.0
1.7044131312223503,F,Less than 25,Male,Hispanic,0.0
-0.833348853555295,F,25 - 45,Female,African-American,0.0
2.5165836702955904,F,25 - 45,Male,African-American,0.0
1.1839127922646928,F,25 - 45,Male,Hispanic,0.0
2.7922501678258564,F,25 - 45,Male,African-American,0.0
0.4703167151057704,F,Less than 25,Male,African-American,0.0
2.0929475387491756,F,25 - 45,Male,Caucasian,0.0
0.1816535988445355,F,Less than 25,Male,African-American,0.0
1.1740936394786543,M,Less than 25,Male,African-American,0.0
0.7687230298091499,F,25 - 45,Male,Native American,0.0
-0.7222707448404975,M,25 - 45,Female,African-American,0.0
3.735197440620848,F,Less than 25,Male,African-American,0.0
2.3063927943893656,F,Less than 25,Male,African-American,0.0
0.931579406890545,F,Less than 25,Male,Hispanic,0.0
1.2961910422565979,F,Less than 25,Male,Caucasian,0.0
1.1770041756419527,F,Greater than 45,Male,Other,0.0
8.001335667525339,M,Less than 25,Male,African-American,0.0
-0.41206664213954475,F,Less than 25,Male,Caucasian,0.0
1.0863550977687468,M,25 - 45,Male,Caucasian,0.0
2.2485576927301976,F,Less than 25,Male,African-American,0.0
1.1913950584015063,F,25 - 45,Female,African-American,0.0
1.3581000633829836,F,25 - 45,Female,African-American,0.0
-0.2689299992440184,F,Less than 25,Male,Hispanic,0.0
4.157798571051722,F,25 - 45,Male,African-American,0.0
0.928265578817822,F,Less than 25,Male,Caucasian,0.0
1.503824429468399,M,Less than 25,Male,African-American,0.0
1.2020084837341074,F,Greater than 45,Male,Hispanic,0.0
-0.5035670157480512,M,Less than 25,Male,Other,0.0
-0.17729798048067913,M,Less than 25,Male,African-American,0.0
1.3367325896086204,F,25 - 45,Male,African-American,0.0
-0.19753222348237465,F,Less than 25,Male,African-American,0.0
3.001590615981437,F,Greater than 45,Male,African-American,0.0
0.8943196445223736,F,Greater than 45,Male,African-American,0.0
0.08967113855541542,F,Less than 25,Male,Caucasian,0.0
2.2545836588578703,F,Greater than 45,Male,Caucasian,0.0
-0.5405913480801556,F,25 - 45,Male,Hispanic,0.0
1.2016801264498256,F,Less than 25,Male,African-American,0.0
0.3510032886701169,F,25 - 45,Male,African-American,0.0
-0.34239240731918236,F,25 - 45,Male,African-American,0.0
22.90950161960904,F,Less than 25,Male,Hispanic,0.0
-0.9758875439206585,F,Less than 25,Male,Caucasian,0.0
-0.6785603916692269,F,25 - 45,Male,African-American,0.0
3.102789313373555,F,Less than 25,Male,African-American,0.0
6.548284492950126,F,Less than 25,Male,African-American,0.0
2.3991421103518817,F,Less than 25,Male,African-American,0.0
-1.0016192791572842,F,25 - 45,Female,African-American,0.0
0.46899119068070627,F,25 - 45,Male,African-American,0.0
-0.695158774816898,F,25 - 45,Male,Caucasian,0.0
1.0250956315753856,M,25 - 45,Male,Caucasian,0.0
0.35031441079902714,F,25 - 45,Male,Caucasian,0.0
19.630192108824644,F,25 - 45,Male,Caucasian,0.0
-0.8054539907884704,F,Less than 25,Male,African-American,0.0
2.2081742110876883,F,Less than 25,Male,Caucasian,0.0
0.6063888246888007,F,Less than 25,Male,Caucasian,0.0
0.3264618388191203,F,Less than 25,Male,Caucasian,0.0
-0.9731035874572469,F,25 - 45,Male,African-American,0.0
6.8391540750172855,M,Less than 25,Male,African-American,0.0
0.6746309721089208,F,Less than 25,Male,African-American,0.0
-1.27235748651437,F,25 - 45,Male,Caucasian,0.0
0.5492537989870349,F,25 - 45,Male,Native American,0.0
2.230760509646643,M,Less than 25,Male,African-American,0.0
0.7005155547691008,F,25 - 45,Male,Caucasian,0.0
0.7839913714095208,M,25 - 45,Female,Caucasian,0.0
0.4396172482037048,F,Less than 25,Male,African-American,0.0
-0.9118249854641255,F,Greater than 45,Female,African-American,0.0
3.3909391061773415,F,Greater than 45,Male,African-American,0.0
-0.47997449685201277,F,25 - 45,Male,African-American,0.0
0.21989224035721566,F,25 - 45,Male,African-American,0.0
-0.026686823394567405,F,Less than 25,Male,African-American,0.0
-1.7030397368291896,F,25 - 45,Male,African-American,0.0
0.15843715183294504,M,Less than 25,Male,African-American,0.0
1.3666743284732292,F,Less than 25,Male,African-American,0.0
2.181248556728177,F,Less than 25,Male,Native American,0.0
0.9095235367577147,F,Less than 25,Male,African-American,0.0
-0.08168555034593794,F,Greater than 45,Male,African-American,0.0
0.7890328813470006,F,25 - 45,Male,Asian,0.0
2.5412276957612177,F,Less than 25,Male,Hispanic,0.0
0.48439092676017914,F,Less than 25,Male,Asian,0.0
0.7681283757618891,F,25 - 45,Male,African-American,0.0
-0.25739453797626244,M,Less than 25,Male,African-American,0.0
1.5858311350369394,F,25 - 45,Male,African-American,0.0
-2.319395327523039,F,25 - 45,Male,African-American,0.0
19.153539027268238,F,25 - 45,Male,African-American,0.0
-0.8544676380352219,M,Less than 25,Male,Caucasian,0.0
2.440474218887485,F,Less than 25,Male,Hispanic,0.0
3.703738991166615,F,Less than 25,Male,African-American,0.0
0.5024978795576387,F,25 - 45,Male,African-American,0.0
2.157093606698118,M,Less than 25,Male,Hispanic,0.0
2.8783430633672804,M,25 - 45,Male,Caucasian,0.0
0.7345381578096355,F,Less than 25,Male,Caucasian,0.0
11.870642961816129,F,Less than 25,Male,African-American,0.0
4.87919618765244,F,25 - 45,Male,Caucasian,0.0
-0.7613337456116842,M,Less than 25,Male,Hispanic,0.0
-0.18906772073904055,F,Less than 25,Male,African-American,0.0
13.675039686436609,F,25 - 45,Female,Caucasian,0.0
-0.061938912821491776,F,Less than 25,Male,Caucasian,0.0
0.10858160829886643,F,Less than 25,Male,African-American,0.0
5.03087427102848,M,25 - 45,Male,African-American,0.0
0.45274990169313856,F,25 - 45,Female,Caucasian,0.0
0.51593926984058,F,Less than 25,Male,Caucasian,0.0
0.14012401485034598,F,25 - 45,Male,Native American,0.0
-0.006469909741328004,F,Less than 25,Male,African-American,0.0
2.1700497117778403,M,Greater than 45,Male,Caucasian,0.0
-0.2594375741141939,F,25 - 45,Male,Hispanic,0.0
0.8785380697389709,F,25 - 45,Male,Caucasian,0.0
-0.7385260927780862,M,25 - 45,Male,African-American,0.0
2.245548551297417,F,Less than 25,Male,African-American,0.0
-0.751056723701725,F,Less than 25,Male,African-American,0.0
1.1097601225916054,F,25 - 45,Male,African-American,0.0
-1.3512904068585976,M,Greater than 45,Male,Caucasian,0.0
-1.2216332496504494,F,Less than 25,Female,African-American,0.0
1.3784598834340192,M,25 - 45,Male,African-American,0.0
-1.0936837222129618,F,25 - 45,Female,Native American,0.0
0.34860042296556515,F,Less than 25,Male,African-American,0.0
-0.33161893694539185,F,Less than 25,Male,African-American,0.0
0.006838053191390303,F,Less than 25,Female,African-American,0.0
-0.6351281609884976,M,Greater than 45,Male,African-American,0.0
-1.3107520607910237,M,25 - 45,Male,Hispanic,0.0
0.6581189207047314,F,Less than 25,Male,African-American,0.0
2.8010025476879257,F,25 - 45,Male,Caucasian,0.0
3.2945094259259813,F,25 - 45,Male,African-American,0.0
-0.2548486376937416,F,Less than 25,Male,African-American,0.0
0.7367347125371602,F,Greater than 45,Male,African-American,0.0
0.5885372991017667,F,25 - 45,Male,African-American,0.0
-0.43998001155550903,F,25 - 45,Male,Caucasian,0.0
1.1788191726253268,F,25 - 45,Male,African-American,0.0
-0.3865476642974466,M,25 - 45,Male,African-American,0.0
0.5464922599296655,F,Less than 25,Male,Other,0.0
-1.889360073714054,F,25 - 45,Male,Caucasian,0.0
3.295512009894866,F,Less than 25,Male,Caucasian,0.0
-0.016832606115071647,F,Less than 25,Female,African-American,0.0
-0.3404876522470721,F,25 - 45,Male,African-American,0.0
-0.4885956073635176,F,Less than 25,Male,African-American,0.0
1.4390885528137134,F,25 - 45,Male,African-American,0.0
7.655150021151828,F,Less than 25,Male,African-American,0.0
-0.48317649857873946,M,25 - 45,Male,African-American,0.0
1.919635075656835,F,25 - 45,Male,African-American,0.0
-0.0026682671997020346,F,25 - 45,Male,African-American,0.0
0.19200336231965864,F,Less than 25,Male,African-American,0.0
-0.28564780416887237,F,25 - 45,Female,African-American,0.0
0.26821682695255333,F,Greater than 45,Male,African-American,0.0
-0.1499978655523599,F,25 - 45,Male,African-American,0.0
-0.2683458825856617,F,Less than 25,Male,African-American,0.0
2.371609957939109,F,Less than 25,Male,Caucasian,0.0
2.605739178994696,F,Greater than 45,Male,African-American,0.0
2.0106861863503536,F,Less than 25,Male,African-American,0.0
2.9319939930274193,F,25 - 45,Male,African-American,0.0
-0.9208632901422962,F,Greater than 45,Male,African-American,0.0
-0.3698759174102878,F,25 - 45,Female,Hispanic,0.0
-1.6416122813258003,F,25 - 45,Male,Caucasian,0.0
0.15062760631630856,F,25 - 45,Female,African-American,0.0
0.26566034408977823,F,Less than 25,Male,African-American,0.0
2.1851171609387836,M,Less than 25,Male,African-American,0.0
-0.9926572852181144,F,Less than 25,Male,Caucasian,0.0
0.1021107485196468,F,Less than 25,Male,African-American,0.0
0.9898940101400798,F,Greater than 45,Male,African-American,0.0
0.582024505766169,F,Less than 25,Male,African-American,0.0
-0.7063858456328551,F,Less than 25,Male,African-American,0.0
0.04883930127161122,F,Less than 25,Female,Other,0.0
-0.2840536016078494,F,25 - 45,Male,Hispanic,0.0
1.7822095784470449,F,Less than 25,Male,African-American,0.0
-0.9333172041324356,F,Greater than 45,Male,Asian,0.0
8.614083998593447,M,Less than 25,Male,Caucasian,0.0
-0.32133377022094245,F,25 - 45,Male,Hispanic,0.0
6.585377056840308,M,Less than 25,Male,African-American,0.0
1.1383602062096636,F,Less than 25,Male,African-American,0.0
-0.8245540899798107,F,25 - 45,Male,African-American,0.0
-0.9161885973044974,F,Less than 25,Female,African-American,0.0
1.9832839954988497,F,Less than 25,Male,African-American,0.0
0.33621145327540886,F,Less than 25,Male,African-American,0.0
0.34811651295959295,F,Less than 25,Male,African-American,0.0
-0.23374883245066713,M,Greater than 45,Male,Native American,0.0
5.742622694113524,F,25 - 45,Male,Hispanic,0.0
2.0953058753660887,F,Less than 25,Female,Caucasian,0.0
0.319233605644462,F,Greater than 45,Male,Caucasian,0.0
0.44833063645217364,M,25 - 45,Male,African-American,0.0
-0.35270632763763143,F,Less than 25,Male,African-American,0.0
2.4263174814973967,F,25 - 45,Male,Other,0.0
-0.13100806770264295,F,Less than 25,Male,African-American,0.0
0.263135575117426,F,Less than 25,Female,African-American,0.0
0.41393194814311407,M,25 - 45,Female,Other,0.0
-1.121867071958207,F,25 - 45,Female,African-American,0.0
0.19323423725748934,F,Less than 25,Male,Other,0.0
1.9766291775736695,F,25 - 45,Female,Caucasian,0.0
1.85949262499574,F,25 - 45,Female,African-American,0.0
0.2887538596326422,F,Less than 25,Male,Caucasian,0.0
1.9299790350918804,F,Less than 25,Male,African-American,0.0
0.5130022066550801,F,Less than 25,Male,Native American,0.0
11.247265457652848,F,Less than 25,Male,African-American,0.0
-1.3317118363609763,F,25 - 45,Male,African-American,0.0
-0.3040963453819028,F,25 - 45,Male,African-American,0.0
0.5477276088788487,F,Less than 25,Male,African-American,0.0
-0.4421548651544065,F,Greater than 45,Male,African-American,0.0
4.663662990564175,F,25 - 45,Female,African-American,0.0
2.039112948378277,F,25 - 45,Male,African-American,0.0
3.4366012233344723,F,Greater than 45,Male,African-American,0.0
-0.5083112591560235,F,25 - 45,Male,African-American,0.0
1.769071133111313,F,25 - 45,Male,Other,0.0
8.056880481040796,F,Less than 25,Male,African-American,0.0
0.7648091274224631,F,Less than 25,Male,African-American,0.0
-0.8702787035072207,F,Less than 25,Male,African-American,0.0
10.765093069662484,F,Greater than 45,Male,African-American,0.0
5.207739546997158,F,25 - 45,Male,African-American,0.0
0.10137804619782559,F,Less than 25,Male,Native American,0.0
2.114332827530493,F,Greater than 45,Female,Other,0.0
0.3819045203653955,F,Less than 25,Male,African-American,0.0
0.5236636944931226,F,Less than 25,Male,Caucasian,0.0
-0.6934940647021489,M,25 - 45,Male,Caucasian,0.0
-0.39529061897741785,F,25 - 45,Male,African-American,0.0
-1.282246177510705,F,Greater than 45,Male,Caucasian,0.0
-0.046152445884954756,M,25 - 45,Male,African-American,0.0
-0.20746063286868277,F,Less than 25,Male,Hispanic,0.0
4.261621306128781,F,Less than 25,Male,African-American,0.0
-0.5869119371477158,F,25 - 45,Male,Hispanic,0.0
3.6183622058764158,F,Less than 25,Female,Caucasian,0.0
-0.03838240338416998,F,Less than 25,Male,African-American,0.0
3.3763946909978833,F,Less than 25,Male,Caucasian,0.0
0.7127103125593609,F,Less than 25,Male,Caucasian,0.0
0.16194333493495616,F,25 - 45,Male,Hispanic,0.0
-0.29284814219117905,M,Greater than 45,Male,Caucasian,0.0
8.561208032948572,M,Less than 25,Male,Asian,0.0
6.7364230281537365,F,25 - 45,Male,Caucasian,0.0
0.15161686718174217,F,25 - 45,Male,Other,0.0
-0.7872564059393065,F,25 - 45,Male,Hispanic,0.0
0.6625150464667219,M,25 - 45,Female,Caucasian,0.0
2.4218456594741076,F,Less than 25,Male,Caucasian,0.0
-0.0038502203849459533,M,Greater than 45,Male,Caucasian,0.0
-0.6243938322596845,F,25 - 45,Male,African-American,0.0
0.93762994784152,F,25 - 45,Female,African-American,0.0
-0.001844278206523775,F,Less than 25,Male,African-American,0.0
3.223749033972373,F,25 - 45,Male,African-American,0.0
31.18943697944929,F,25 - 45,Male,African-American,0.0
-0.3720027123997091,M,Less than 25,Male,African-American,0.0
3.5006124286362184,F,Less than 25,Male,African-American,0.0
2.142540527414575,F,25 - 45,Male,Caucasian,0.0
1.4195108959702287,M,Greater than 45,Male,African-American,0.0
13.783849092133377,F,25 - 45,Male,Caucasian,0.0
1.6384348751708728,M,Less than 25,Female,Caucasian,0.0
-0.6113970076088495,F,Less than 25,Male,Other,0.0
-0.2026007076066006,F,Less than 25,Male,Caucasian,0.0
-0.3365276769492945,F,Less than 25,Male,African-American,0.0
-0.8991538218486964,M,Less than 25,Female,African-American,0.0
3.641779495641215,F,Less than 25,Male,African-American,0.0
2.5102782081817163,F,Greater than 45,Male,African-American,0.0
0.37591401109227907,F,Less than 25,Male,African-American,0.0
2.981802934707119,F,Less than 25,Male,African-American,0.0
-0.8255179306908071,F,25 - 45,Male,African-American,0.0
-0.7357851124758601,F,25 - 45,Male,African-American,0.0
0.36623187959481,F,25 - 45,Male,Caucasian,0.0
1.3145039319580978,F,25 - 45,Male,African-American,0.0
0.33885269829727643,F,25 - 45,Male,African-American,0.0
-0.11942401737037422,F,Less than 25,Male,Other,0.0
1.0322930703989697,M,Less than 25,Male,African-American,0.0
10.928159898524854,F,Less than 25,Female,African-American,0.0
1.9013029679410298,F,Less than 25,Female,Other,0.0
2.034973713520273,F,Less than 25,Male,Hispanic,0.0
3.0233179420592577,F,Greater than 45,Male,African-American,0.0
-0.004680317926832633,F,Less than 25,Female,Hispanic,0.0
-0.8451204741026078,M,Less than 25,Female,African-American,0.0
0.44799167381407123,F,Less than 25,Male,African-American,0.0
0.011407745427473862,F,Less than 25,Male,Hispanic,0.0
1.1241219139754346,F,Greater than 45,Male,Native American,0.0
0.4241870263264574,F,Greater than 45,Male,African-American,0.0
0.12919956044163206,F,Less than 25,Male,Caucasian,0.0
-0.20794859215988737,F,Less than 25,Male,African-American,0.0
0.6218632415312273,F,25 - 45,Female,African-American,0.0
-0.0652947818913181,M,Less than 25,Male,Caucasian,0.0
4.279331458573144,F,Less than 25,Female,African-American,0.0
0.9661084697176658,F,Less than 25,Male,African-American,0.0
1.7755376607580051,F,25 - 45,Male,African-American,0.0
3.054083316630475,F,Less than 25,Male,Caucasian,0.0
1.2313032347130397,M,Less than 25,Male,African-American,0.0
-1.0656656805232143,F,Less than 25,Male,Caucasian,0.0
0.008628482171957774,F,Less than 25,Male,Other,0.0
11.276899352524516,M,Greater than 45,Male,African-American,0.0
-1.3400283954402243,M,25 - 45,Male,Caucasian,0.0
4.293464111245403,F,25 - 45,Male,African-American,0.0
-1.8590616869814434,F,25 - 45,Male,Caucasian,0.0
1.222647258334567,F,Less than 25,Male,African-American,0.0
-0.6560258705931377,F,Less than 25,Male,African-American,0.0
0.9514495246637706,F,25 - 45,Male,African-American,0.0
0.6395054008682557,F,25 - 45,Male,African-American,0.0
0.6070735749903929,F,25 - 45,Male,Native American,0.0
0.22450698540583036,M,Less than 25,Female,African-American,0.0
2.0736599191000016,M,Greater than 45,Female,Caucasian,0.0
-0.6735779894640375,F,Less than 25,Male,Other,0.0
1.2597979864586886,M,Greater than 45,Male,African-American,0.0
-0.8097791120102175,M,Greater than 45,Male,Hispanic,0.0
0.07893762138388682,F,Less than 25,Male,Asian,0.0
-0.8531794886141411,M,Less than 25,Male,Hispanic,0.0
-1.5580662517801125,M,Less than 25,Male,African-American,0.0
-0.14393871489541318,M,Less than 25,Male,African-American,0.0
4.747497108409753,M,Less than 25,Male,Caucasian,0.0
0.2869133914093117,F,Less than 25,Male,African-American,0.0
17.04514653212244,F,Less than 25,Male,African-American,0.0
2.4214677901044555,F,25 - 45,Male,African-American,0.0
0.26513755531878647,F,25 - 45,Male,African-American,0.0
